Symbol	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	B_cells	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
CA5A	45.875	40.66666667	41.58333333	42.8	34.81818182	60.25	43.15384615	38.09090909	34.875	49.09090909
CA5B	57.9375	54.16666667	42.66666667	31.2	70.27272727	99	100.2692308	34.81818182	30.375	36
CA5BP	125.9375	115.1666667	81	81.2	98.45454545	77.75	79.30769231	114.2727273	120.125	105.3636364
CA6	9.25	8.5	8.416666667	9.2	9.045454545	9.25	9.038461538	9.090909091	7.875	8.727272727
CA7	115	119.1666667	69.41666667	98.8	83.5	157.5	106.8461538	75.36363636	66.75	78.18181818
CA8	33.875	33.16666667	27.5	40.4	29.36363636	39.5	45.34615385	33.63636364	21.625	25.81818182
CA9	78.1875	69	49.66666667	70.6	77.18181818	80	92.38461538	65.36363636	46	78.81818182
CAB39	1523.6875	1216	1055.25	3721	2057.590909	744.25	1058.769231	933.8181818	928.75	1947
CAB39L	42.5	35	55.08333333	41.6	45	37.25	38.5	79.36363636	186.25	371.8181818
CABC1	522.5	421.1666667	755.5833333	714.2	580.4545455	309	346.7307692	151.7272727	204.875	424.5454545
CABIN1	154.1875	182.5	175.25	369.2	364.2727273	87	132.3461538	158.0909091	111.75	129.7272727
CABLES1	94.4375	84.66666667	91.25	77.6	82.18181818	107.5	118.3076923	436.6363636	315.875	88.45454545
CABLES2	140.5625	152.1666667	157.1666667	170.2	135.8636364	86.25	145.5384615	185.5454545	132.75	176.5454545
CABP1	18.125	17.83333333	17.58333333	21.6	14.86363636	15	15.53846154	17.63636364	15.5	19.18181818
CABP2	42.0625	39.33333333	36.83333333	53.2	31.13636364	44.75	36.15384615	34.27272727	32.75	36.09090909
CABP4	214.375	324.6666667	152.0833333	211.2	341.0454545	220.75	270.4230769	182.6363636	123.25	179.2727273
CABP5	33.25	27	24.91666667	32.6	27.31818182	41	36.57692308	21.09090909	21.875	25
CABP7	36.125	36.16666667	34.16666667	35.6	30.77272727	31.5	32.03846154	34.63636364	34.625	32.81818182
CABYR	21.0625	21.83333333	19.75	19.2	21.36363636	30.25	23.5	35.45454545	51	19.72727273
CACHD1	15.875	13.83333333	10.5	19.2	39.04545455	19	23.5	99.72727273	146.125	13.63636364
CACNA1A	67.1875	108	105.75	94	44.22727273	188.25	50.34615385	39.54545455	103.75	45.72727273
CACNA1B	41.8125	47.33333333	43.08333333	49.2	40.86363636	51	41.65384615	42.18181818	41.5	48.27272727
CACNA1C	35	33.16666667	31.33333333	34.4	28.77272727	40.25	33.11538462	29.09090909	67	31.63636364
CACNA1D	34.5625	31.16666667	29.16666667	35.2	27.13636364	38	32.46153846	30.45454545	28.75	32.90909091
CACNA1E	33.5625	34.66666667	25.41666667	51.8	34.86363636	40	34.42307692	27.63636364	25.5	27.09090909
CACNA1F	65.3125	70.33333333	63.83333333	55.8	65.81818182	75	62.15384615	53.54545455	40	65.54545455
CACNA1G	133.4375	139.5	109.4166667	114.8	121.9090909	168	131.6923077	115.2727273	102.875	128.7272727
CACNA1H	68.8125	71.33333333	57.83333333	71.6	65.27272727	51.25	63.88461538	61.81818182	60.125	57.81818182
CACNA1I	97.5625	111	75.41666667	98.8	83.5	97	87.69230769	94.90909091	83.875	109.0909091
CACNA1S	45.875	42.66666667	51.33333333	54.8	39.27272727	47.75	41.26923077	35.54545455	31.375	40.36363636
CACNA2D1	58.3125	69.33333333	43.91666667	54	49.31818182	55	53.57692308	78.54545455	64.125	50
CACNA2D2	81.0625	75.83333333	1291.75	94.4	83.90909091	127	203.8461538	53.45454545	61.625	53.63636364
CACNA2D3	459.4375	34.83333333	26.41666667	19.8	20.77272727	21	15.42307692	12.54545455	18.125	78.18181818
CACNA2D4	96.5625	73.66666667	66.66666667	41.4	60.31818182	54.5	63.23076923	41.45454545	37.5	64.54545455
CACNB1	59.6875	52.5	43.25	42.2	46.22727273	52.5	51.11538462	44.09090909	45.75	47.81818182
CACNB2	17.5	14	8.5	24	21.68181818	36.75	21.61538462	9.909090909	8.75	11
CACNB3	34.0625	30.33333333	53.83333333	31.2	56.45454545	35.5	43.84615385	187.4545455	130.75	40.18181818
CACNB4	46.9375	36.33333333	26	103.2	36.68181818	78	58.5	26.09090909	103.875	28.09090909
CACNG1	65	69.66666667	58.33333333	72.2	53.95454545	58	59.65384615	53.54545455	54	53.90909091
CACNG2	45.8125	34.83333333	21.41666667	43	31.31818182	56.25	43.61538462	30	24.75	29.81818182
CACNG3	55.875	50	36.25	52.6	47.90909091	73.75	52.96153846	41	35.125	42.63636364
CACNG4	859.375	852.1666667	431.5	662.4	767.2727273	1023.5	814.3076923	596.3636364	421.625	659.1818182
CACNG5	32.4375	33.83333333	24.16666667	34.4	26.95454545	39.75	32.42307692	23.09090909	20.125	26.09090909
CACNG6	269	235.8333333	106.1666667	232	187	340.5	317.0384615	162.3636364	139.625	158.8181818
CACNG7	20.6875	18.33333333	21.08333333	24	16.27272727	23.75	21.92307692	16.90909091	16.625	16
CACNG8	31.125	28	32.08333333	37.2	26.90909091	28	26.53846154	35.63636364	29.625	34
CACYBP	526.625	572.3333333	558	255.2	963.6363636	562	730.0769231	1286.545455	1031.125	923.9090909
CAD	27.1875	25	20.33333333	31.4	27.90909091	37.75	34.07692308	23.63636364	22.75	22.72727273
CADM1	81.75	68	120.9166667	54.6	75.27272727	111	140.4615385	101.4545455	242.5	827
CADM2	7.5625	8.166666667	8.5	8.8	7.590909091	8.25	7.615384615	8.818181818	8.5	7.727272727
CADM3	110	89.33333333	63.83333333	102	95.27272727	188.5	119.5	89.18181818	61	91.81818182
CADM4	72.625	59.83333333	67.58333333	85.4	46.59090909	91.5	57.19230769	68.72727273	43	61.09090909
CADPS	24.75	25.5	22.91666667	27	21.09090909	27	25.23076923	20.18181818	21.5	18.81818182
CADPS2	21.1875	19.5	15.75	22	19.59090909	24.25	23.19230769	175.2727273	104.75	15.72727273
CAGE1	9.375	8.833333333	8.5	9	8.454545455	9.25	8.769230769	8.545454545	7.375	8.909090909
CALB1	10.625	10.5	10.83333333	11.8	9.818181818	14.25	11.11538462	9.818181818	10.375	9.636363636
CALB2	51.125	47.33333333	38.66666667	47.8	47.81818182	64.25	51.96153846	42.18181818	54.5	46.45454545
CALCA	56.125	57.5	48.33333333	51.6	44.81818182	50	51.84615385	43.45454545	37.75	45.72727273
CALCB	13.125	12.16666667	10.83333333	12.2	12.36363636	13.75	13.61538462	10.81818182	10	10.72727273
CALCOCO1	423.5625	427.8333333	159.1666667	956.4	428.8181818	337.5	264.8846154	240.7272727	418.125	372.9090909
CALCOCO2	37.375	38.66666667	22.33333333	32.2	31.54545455	35.5	48.80769231	22.72727273	19.875	24.45454545
CALCR	32.9375	30	24.83333333	28.6	28.13636364	38.5	35.26923077	24.81818182	24.375	26.54545455
CALCRL	49.75	35	22.5	21.2	27.31818182	49	40.53846154	688.0909091	27.875	29.45454545
CALD1	21.0625	19.33333333	19.08333333	23.8	17.22727273	25.25	20.53846154	1374.636364	3752.375	17.36363636
CALHM1	51.125	52	36.33333333	49.8	46	56.25	54.42307692	29.45454545	26.875	36.90909091
CALHM2	692.1875	1030.166667	115.9166667	76	275.6363636	139.5	160.7307692	261.3636364	626.5	737.2727273
CALHM3	22.5	24	19.33333333	24	21.18181818	27.5	22.38461538	21.81818182	18.625	22.81818182
CALM1	2373.25	2429.166667	5124.25	2712.2	4057.863636	2233.5	3281.615385	3737.272727	2154.125	3692.272727
CALM3	637.5	835.8333333	642.25	771	394.8181818	176	264.7692308	682.5454545	672	2900.727273
CALML3	41.75	41.5	33.33333333	38	34	51	38.80769231	37.72727273	33.125	35.72727273
CALML4	258	651.6666667	34.25	96	37.86363636	33	26.65384615	65	27.5	155.9090909
CALML5	24.0625	28.33333333	21.16666667	25.2	17.40909091	24.75	17.96153846	25.81818182	21.5	28.36363636
CALML6	18.375	19	16.08333333	17.6	15.90909091	15.25	19.5	16.63636364	16.125	18.54545455
CALN1	9.1875	8.833333333	8.333333333	9.8	8.772727273	10.75	8.961538462	9.090909091	8.625	9.090909091
CALR	934.0625	1095.5	1401.75	424.4	772.8636364	590	826.6153846	1997.454545	1776.875	1422.545455
CALR3	14.4375	14.33333333	12.75	15.4	13.31818182	16	13.76923077	12.63636364	11.375	14
CALU	156.1875	117.6666667	125.4166667	82.8	77.59090909	133.5	132.9230769	1435.545455	2295	718.4545455
CALY	20.5625	20.83333333	17.16666667	22.6	25.18181818	18	17	23.81818182	17	24.54545455
CAMK1	56.8125	56.66666667	45.66666667	43.2	72.09090909	61.25	55.15384615	45.18181818	33.625	57.45454545
CAMK1D	49.625	112	76.16666667	346.2	62	41.25	49.69230769	25.54545455	35.875	60.36363636
CAMK1G	41.125	39.5	30.08333333	35.2	36.63636364	48	52.5	30.09090909	30.75	36.54545455
CAMK2A	37.1875	40.33333333	27.66666667	36.2	30.09090909	38.25	31.65384615	36	26.25	35
CAMK2B	164.0625	185.6666667	95.08333333	133.6	106.0909091	149.5	124.9615385	95.81818182	101.125	109.1818182
CAMK2D	90.375	43.5	261.8333333	22.2	99.36363636	163	74.80769231	172.2727273	390	220
CAMK2G	336.6875	243.6666667	446.75	1581.4	606	157.25	232.6153846	280.9090909	350.875	145.7272727
CAMK2N1	27.375	28.16666667	84.41666667	27.4	89.81818182	37.25	275.5769231	598.1818182	773.5	22.54545455
CAMK2N2	53.25	55	64.41666667	41.2	40.31818182	44.75	45.96153846	44.81818182	53.375	44.36363636
CAMK4	9.25	7.666666667	11.16666667	12.4	316.0454545	16	160.3461538	22.18181818	10	9.818181818
CAMKK1	81.125	66.66666667	59.41666667	99	74.36363636	119.75	78.15384615	60.36363636	51.25	68.81818182
CAMKK2	854.75	1171.833333	440.25	1280.4	385.7727273	110.75	197.4615385	594.4545455	512.375	537.8181818
CAMKV	55.25	51.33333333	36.66666667	59.2	44.72727273	63	56.96153846	41.18181818	35	40.63636364
CAMLG	752.0625	696.6666667	3017.666667	712.2	1110.954545	678.25	1045.615385	1080	1178.875	549.4545455
CAMP	148.3125	126.3333333	81.91666667	813	272.1363636	106	411.3076923	80.27272727	74.375	119.2727273
CAMSAP1	103.9375	146.5	195.5	41.6	130.7727273	40.25	81.57692308	183.1818182	155.75	291.8181818
CAMSAP1L1	78.6875	39.83333333	23.08333333	23.4	112.0454545	22	31	640.0909091	856	210.6363636
CAMTA1	890.0625	541	1534.25	242	518.1363636	663.5	1514.769231	2059.272727	1251	1282.090909
CAMTA2	129.0625	184.6666667	79.83333333	175.2	132.5909091	44	70.34615385	99.90909091	205	113.4545455
CAND1	167.5625	143	134	39	250.9090909	81.25	146.1538462	408.9090909	687.25	285
CAND2	33.6875	29.16666667	88	42.4	55.18181818	31.25	40.19230769	111.9090909	64.75	33.90909091
CANT1	311.8125	278.8333333	355	883.6	322.0454545	81	153.1153846	634	464.25	419.0909091
CANX	1250.875	970.8333333	375.9166667	324.8	455.8636364	331.25	313.9615385	1474.181818	1044.25	1603.090909
CAP1	4794.125	5389.5	3565.583333	8557.4	3377.5	3201.5	2680.230769	3054.909091	3868.25	4274.272727
CAP2	23.75	21.5	13.25	20.6	18.31818182	26.75	25.07692308	82.36363636	301.375	18.09090909
CAPG	1503.125	544.6666667	150	290.2	235	368.25	67.61538462	299.4545455	449.75	6480.272727
CAPN1	274.625	242	127.5	247.2	276.8181818	137.5	104.2692308	405.1818182	243.875	267.1818182
CAPN10	8.6875	8.666666667	17.75	8.8	8.681818182	10.75	9.461538462	8.181818182	9.125	7.727272727
CAPN11	26	27.33333333	23.08333333	28	23.95454545	26.5	24.92307692	32.27272727	24	42.18181818
CAPN12	85.0625	77	140.6666667	83.6	120.0454545	159.75	113.1153846	69.09090909	45.125	74.72727273
CAPN13	24.25	24.16666667	19.16666667	26.4	23.72727273	29	25.38461538	22.54545455	19.625	28.09090909
CAPN14	8.75	8.833333333	9.916666667	8.2	8.772727273	11	9.230769231	8.909090909	8.25	8.636363636
CAPN2	3644.125	3344.333333	3314.333333	267.8	3189.181818	932.25	1749.846154	6311.181818	5509.5	2099.727273
CAPN3	80.6875	90.5	28.08333333	28.8	45.90909091	64.25	26.19230769	16.72727273	28.875	164.3636364
CAPN5	82	83	110.5	81.2	77	98.5	78.76923077	133.0909091	171.25	87.45454545
CAPN6	13.9375	13.5	11.33333333	13.6	12.68181818	15	15.03846154	12.63636364	20.125	12.72727273
CAPN7	210.1875	227.1666667	258.25	177	293.0909091	111	262.4230769	232.0909091	370.25	210.3636364
CAPN8	19.9375	19	17.41666667	21.2	18.81818182	20.75	19.19230769	17.18181818	16.5	22
CAPN9	41.75	46.16666667	26.75	39.8	37.09090909	43.5	37.42307692	36.36363636	33.625	36.81818182
CAPNS1	3623.875	5310.333333	987.8333333	1137.6	2228.636364	850	842.8846154	3496.727273	4219.375	3414.090909
CAPNS2	47.625	59	45.5	68	39.13636364	39.75	48.96153846	53	37.375	43.09090909
CAPRIN1	429.625	634.1666667	405.5	327.6	504.7272727	185	317.6923077	1241.363636	839.625	924.4545455
CAPRIN2	55.8125	64.83333333	47.91666667	40.8	57.90909091	47.75	59.96153846	64	44.5	50.72727273
CAPS	96.4375	122.6666667	183.8333333	88.6	145.0454545	55.75	87.11538462	77.54545455	84.75	117
CAPS2	9	11.16666667	10.75	8.2	8.772727273	11.25	10.5	8.181818182	12.75	10.18181818
CAPSL	17.5	16.83333333	10.66666667	16.6	14.81818182	20	19.84615385	14.27272727	14.75	16.63636364
CAPZA1	26	23.66666667	90.08333333	142.8	20.68181818	27.5	166.6923077	13.54545455	14.125	16.36363636
CAPZA2	2564.625	2848.5	1548.25	3479.2	844.7727273	1405	1030.576923	2331.636364	2020.25	2486.090909
CAPZA3	10.125	9.666666667	10.41666667	11.8	9.545454545	8.5	9	10.36363636	10.25	10.90909091
CAPZB	2761.125	4557	1440.75	2810.6	3662.363636	959.75	1088.653846	2228.363636	2664.625	3219.090909
CARD10	94.4375	81.83333333	58.5	106.8	57.45454545	135	85.38461538	78.36363636	57.125	79
CARD11	37.8125	40.16666667	108.8333333	53	75.77272727	70	52.76923077	35.27272727	31.875	39.72727273
CARD14	39.5	33.66666667	33.33333333	42	28.27272727	59	40.80769231	34.81818182	34.375	75.72727273
CARD16	13.375	10.83333333	9.25	15	10.31818182	13	13.42307692	9.090909091	8.875	10
CARD18	16.5625	18.33333333	11.75	15.4	16.40909091	20.5	16.19230769	16.72727273	14.625	13.09090909
CARD6	431	369.6666667	33.58333333	500.4	150	104.25	80.53846154	753.3636364	309.25	623.6363636
CARD8	21.5	19.66666667	18.75	45.2	17.63636364	29.5	18.92307692	19.90909091	17.25	17.36363636
CARD9	329.3125	532.3333333	48.16666667	69.2	27.86363636	33.75	32.11538462	47.18181818	89	159.0909091
CARHSP1	117.25	134.5	337.9166667	193.8	193.5	128.25	137.3846154	181.3636364	312.25	92.45454545
CARKD	359.6875	339.1666667	402.3333333	71	636.4090909	225.5	661	465.6363636	597.25	360
CARS	926.9375	973.5	701.75	1619.2	1257.636364	484.75	1138.576923	1520.181818	3196.875	1110.363636
CARS2	1018.4375	705.5	421.5	757	542.8636364	271.75	208.8076923	374.3636364	848.375	587.0909091
CARTPT	62.75	63.33333333	55.83333333	64	53.68181818	91.5	73.46153846	56.63636364	50.875	57.90909091
CASC1	9.3125	10.16666667	10.41666667	11.2	10.09090909	10.5	9.615384615	9	9.25	9
CASC2	12.125	11.5	12	12	11.45454545	13	12.19230769	11.63636364	11.125	11.63636364
CASC3	337.8125	367	479.75	1900.8	567.7272727	264	398.5769231	488.0909091	318.5	325
CASC4	914.75	1025.666667	1920.75	1383	985.7727273	373.5	473.2692308	1093.272727	2200.75	883.1818182
CASC5	14.875	13	12.58333333	15.6	14.31818182	21	15.65384615	34.54545455	13	17.63636364
CASD1	89	116	279.0833333	21.8	255.9090909	80	136.5	151.8181818	166.75	130.4545455
CASK	79.5	68.16666667	149.6666667	73.2	191.9545455	96.75	132.3846154	212.0909091	355	123.8181818
CASKIN1	36.0625	40	35.58333333	46.8	28.68181818	31.75	30.57692308	36.81818182	29.875	32.45454545
CASKIN2	55.25	54.5	47.08333333	48	43.95454545	55	51.73076923	122.4545455	98.625	60.45454545
CASP1	3926.3125	4327	641	3756.4	978.8181818	903.25	798.8461538	175.5454545	219.5	1469.454545
CASP10	124.3125	148.6666667	99.83333333	119.6	108.2272727	138	117.3461538	101.5454545	62.75	112.5454545
CASP12	17.75	19.83333333	21.75	18.4	16.40909091	17.25	18.11538462	26.18181818	13.625	15.18181818
CASP14	34.875	39.33333333	20.66666667	29.6	28.36363636	41.75	36	24.27272727	21.375	30
CASP2	518.1875	532	594.3333333	585.6	841.9545455	529.75	397.8076923	569.1818182	427.875	362.3636364
CASP3	14.9375	18.66666667	17.91666667	19.2	19.5	20.25	24.73076923	12.54545455	11	13.63636364
CASP4	958.75	894.5	606.5833333	2058.4	404.7727273	546	492.1153846	461.3636364	374.625	413.3636364
CASP5	111	414.6666667	42.08333333	483	45.72727273	66	46.73076923	38.72727273	36	42.54545455
CASP6	101.5	89.16666667	47.16666667	38.8	398.5909091	66.5	112.0384615	521.0909091	190.375	266.1818182
CASP7	186.1875	304.5	257.5	51.6	210	102.25	201.9230769	667.1818182	288.375	403.3636364
CASP8	873.875	1124.166667	1770.833333	2476.4	1331.045455	598.25	1344.807692	97.54545455	194.75	449.5454545
CASP8AP2	9.5	9.5	9.583333333	12.2	12.90909091	10.25	11.65384615	10.27272727	10	10.45454545
CASP9	184.5625	157.8333333	180.6666667	261.6	123.0454545	177	111.8076923	105.1818182	138.75	157.0909091
CASQ1	23.75	22.83333333	15.33333333	21.8	15.77272727	21.25	21.34615385	14.18181818	14.375	15.63636364
CASQ2	45.4375	37	27.41666667	34.4	35.68181818	49.75	54.61538462	24.90909091	31.875	29.36363636
CASR	70.375	68.16666667	50.66666667	51	50.36363636	84.5	68.53846154	50	37.75	64.45454545
CASS4	22.875	22.5	21.5	393.6	24.13636364	20.75	18.23076923	16.54545455	12.375	32
CAST	41.875	42.33333333	41.5	34	45.72727273	57.25	62.57692308	23.72727273	21.375	28
CASZ1	87	87.16666667	123.5833333	108.2	71.22727273	113	83.88461538	75	62.125	81.09090909
CAT	4339.9375	4235.166667	695.9166667	8479.6	1408	2076	720.9615385	998.5454545	1379	3498.090909
CATR1	9.4375	8.5	8.75	9.4	8.545454545	9.5	9.269230769	8.363636364	8.625	8.454545455
CATSPER1	438.5625	100.1666667	302.6666667	78.4	77.54545455	81	84.53846154	68.09090909	56.375	176.0909091
CATSPER2	14.1875	16.66666667	19.75	16.2	19.72727273	15.25	14.69230769	13	12.375	14.90909091
CATSPER3	20.1875	24.5	21.75	21.6	22.59090909	19.75	19.69230769	17.72727273	14.25	20.36363636
CATSPERB	12.1875	11.66666667	12.16666667	11.4	11.45454545	11.75	11.65384615	10.90909091	9.875	10.09090909
CATSPERG	25.75	27.83333333	15.75	19.2	21.18181818	22.25	22.5	21.72727273	19.875	22.72727273
CAV1	30.4375	31.5	28.16666667	33.6	24.18181818	45.25	34.46153846	8183.363636	5987.625	28.09090909
CAV2	13.25	13.5	11.91666667	12.8	12.77272727	16.75	13.30769231	1615.545455	1223.875	13
CAV3	101.5	104.6666667	91.08333333	97.6	84.22727273	105	100.4615385	93.36363636	74	99.27272727
CBARA1	719	599.5	143.5833333	605	232.3181818	256	154.1538462	500.6363636	599.625	570
CBFA2T2	116.1875	188.6666667	232.5833333	107.2	297	88.75	172.4615385	135.0909091	168.5	159.7272727
CBFA2T3	149.5625	227.8333333	23.83333333	236.2	28.40909091	103.5	28.07692308	24.90909091	19.75	63.81818182
CBFB	774.625	1106.333333	1167	410.4	1272.318182	509	671.8076923	1110.090909	1228.75	835.8181818
CBL	697.375	1303	333.3333333	1173.2	815.7272727	250	261.3076923	329.7272727	249.75	649.6363636
CBLB	98.625	115.1666667	1973.25	99.8	658.4545455	328	1544.884615	264.1818182	571.75	782.2727273
CBLC	69.25	65.16666667	70.16666667	84	48.13636364	87.5	61.42307692	59.45454545	48.875	60.90909091
CBLL1	98.4375	68.16666667	96.16666667	113.4	323.0909091	84.25	90.84615385	194.4545455	206.875	151
CBLN1	25.0625	21.5	18.75	21.8	22.13636364	28.5	28.96153846	17.54545455	21.25	19.63636364
CBLN2	32.375	33.16666667	27.08333333	28.2	29.04545455	29.25	30.53846154	61.72727273	27.875	26.90909091
CBLN3	76.3125	80	36.66666667	55.8	67.18181818	123.5	75.5	62.63636364	101.125	51.45454545
CBLN4	40.6875	38.83333333	31.33333333	32.8	31.31818182	47.75	34.34615385	31.45454545	28.125	34.54545455
CBR1	339.8125	253.3333333	45.41666667	45	120.6818182	115.75	92.42307692	224	528.375	366.2727273
CBR3	70.4375	74.5	91.33333333	44.8	214.9545455	106.5	127.1923077	360.2727273	477.75	288
CBR4	139.0625	186.8333333	97.5	89.2	275.1363636	141.75	141.9230769	305.4545455	245.5	227.6363636
CBS	66.25	72.5	54.08333333	178.2	60.04545455	79	65.11538462	332.0909091	804.75	156.0909091
CBX1	497.625	558.1666667	175.25	781.4	514.6363636	188.25	186.5384615	1520.363636	1333.75	509.5454545
CBX2	40.9375	37.16666667	35.33333333	51.2	33.22727273	46.5	37.26923077	34.45454545	32.25	36
CBX3	1355.625	1460.333333	2069.416667	983.6	2628.545455	1173.5	1540.076923	2728.545455	2084	1750.363636
CBX4	894	1464	6706.083333	1742.4	1823.590909	135	728.6923077	349.2727273	515.125	538.5454545
CBX5	156.125	214.6666667	120.5	640.2	339.4545455	269.75	218.2307692	455	360.5	221.6363636
CBX6	545.3125	555.8333333	984.6666667	403	864.1818182	288	484.2307692	724.9090909	775	655.3636364
CBX7	144	247.3333333	388.3333333	859.2	1333.090909	218.5	294.4615385	100.2727273	174.125	165.4545455
CBX8	52.25	56.33333333	41.75	51.6	37.72727273	39.25	41.46153846	43.63636364	39.5	60.72727273
CBY1	19.875	19.5	16.25	19.6	18.45454545	18.25	19.53846154	21.54545455	21	20
CC2D1A	115.0625	124.5	101.75	111.8	108.1818182	97	73.84615385	117.3636364	113.375	113
CC2D1B	84.6875	94.83333333	140.5	96.8	168.6818182	48.25	99.23076923	147.4545455	119.375	220.2727273
CC2D2A	33.4375	29.33333333	23.66666667	29.8	22.27272727	24.5	22.92307692	37.63636364	81.5	28.54545455
CC2D2B	118.125	93.16666667	60.08333333	123.8	113.9545455	144.25	198.3076923	72.54545455	46.625	95.90909091
CCAR1	160.9375	197.1666667	341.8333333	48.8	299.7727273	117.75	245.3461538	268.6363636	238.875	245.6363636
CCBE1	32.5	24.33333333	14.41666667	19.6	22.22727273	50.25	34.92307692	34.09090909	60.25	19.27272727
CCBL1	129.6875	156.5	88.66666667	122	210	187.75	126.8076923	147.5454545	113.375	110.1818182
CCBL2	531.6875	466.6666667	403.5833333	401	582.4090909	262.5	392.2307692	542.9090909	683	758.4545455
CCBP2	40.6875	47.16666667	32.91666667	37	33.95454545	46.25	38.19230769	33.63636364	30	33.36363636
CCDC101	210.4375	203.8333333	188.5833333	136.4	279.2272727	159.25	228.5384615	128.4545455	139.75	175.3636364
CCDC102A	31.125	38.33333333	105	39	57.45454545	49.5	40.23076923	70.54545455	109.25	36.54545455
CCDC102B	7.375	7	7.416666667	7.2	6.636363636	8	7.5	7.272727273	10.5	20.63636364
