	B Cells	Basophils	CD4+ T-cells	CD8+ T-cells	Endothelial cells	Eosinophils	Fibroblasts	Macrophages	Mast cells	Monocytes	NK cells	Neutrophils
S11163	0.066	0	0.3573	0.0762	0.0121	0.3771	0	0.0335	0	0.0358	0.0517	0.1484
S11164	0.0104	0	0.1999	0.0152	0.046	0.4649	0	0.0401	0.0085	0.1574	0.0607	0.1561
S11166	0.0365	0.0362	0.17	0	0.1148	0.6437	0.0785	0	0.0027	0.0518	0.0024	0.1517
S11173	0.1636	0	0.3186	0.0377	0	0.5175	0	0.0341	0	0.0394	0.0178	0.1437
S11174	0.1016	0	0.3285	0.0839	0.0465	0.325	0	0.0655	0.0022	0.0925	0.1361	0.1169
S11182	0.1585	0	0.346	0.1183	0	0.4046	0	0.0188	0.0064	0.0963	0.0603	0.1594
S11188	0.0642	0	0.2346	0.0515	0.0054	0.4627	0	0.0548	0.0034	0.0959	0.0505	0.1646
S11189	0.0381	0	0.3551	0.0666	0	0.5048	0	0.0128	0	0.0587	0.0479	0.1468
S1119	0.1666	0	0.4025	0.1116	0.0396	0.3415	0	0.0482	3.00E-04	0.0627	0.1118	0.1232
S11195	0.1873	0	0.248	0.1462	0	0.3385	0	0.0374	0.0034	0.1138	0	0.137
S11197	0.07	0	0.2687	0.0985	0.0624	0.4254	0	0	0	0.0538	0	0.1407
S11198	0.0111	0.0929	0.111	0	0.032	0.3267	0	0.0784	0.0102	0.2007	0.1315	0.1703
S11211	0.0241	0.0554	0.2555	0.0832	0.0618	0.3316	0	0.0411	0.0072	0.142	0.1327	0.141
S11214	0.0825	0	0.3414	0.0763	0.0366	0.4748	0	0.0621	0.0048	0.0639	0.0958	0.1358
S11216	0.006	0	0.2926	0.0786	0	0.4121	0	0.0289	0.0123	0.1241	0.0461	0.171
S11224	0.0485	0	0.3199	0.0456	0.0099	0.5181	0	0.0265	0.0048	0.0618	0.0927	0.1524
S11236	0.0915	0	0.3306	0.07	0.0171	0.3749	0	0.0502	0	0.1122	0.0605	0.1616
S11241	0.0563	0	0.2617	0.026	0.046	0.3889	0	0.033	0	0.1112	0.0656	0.1745
S11243	0.0119	0.0214	0.3197	0.0509	0.0657	0.4301	0	0.0352	0.0144	0.1068	0.1106	0.16
S11245	0.0598	0.0119	0.2171	0.0318	0.0668	0.5625	0	0.0244	0.0029	0.0883	0.0434	0.1553
S11249	0.1356	0.0018	0.2338	0.0753	0.0638	0.3839	0	0.0205	0.001	0.1132	0.0563	0.1622
S11274	0	0.219	0.1486	0.0246	0.0606	0.6406	0	0	0	0.003	0.035	0.1571
S11280	0.103	0	0.3178	0.1122	0.035	0.3652	0	0.048	0.0047	0.0902	0.0913	0.1342
S11281	0	0	0.2947	0.0627	0.0215	0.4301	0	0.0324	0.0079	0.1104	0.0924	0.1232
S11285	0.0366	0.0291	0.2759	0.0371	0.1044	0.4963	0	0.0167	0.0013	0.0803	0.056	0.1423
S11298	0.0834	0	0.288	0.0385	0.062	0.2806	0	0.0455	0.0072	0.1126	0.0407	0.1264
S11311	0.0199	0	0.3344	0.0544	0.0342	0.2431	0	0.0228	0.0208	0.1417	0.1228	0.1639
S11312	0	0	0.2841	0.0804	0.0275	0.2819	0	0.0547	0	0.1493	0.0584	0.1724
S11316	0.1265	0	0.3413	0.0798	0.0327	0.2751	0	0.0623	0.0018	0.1438	0.0465	0.1672
S1133	0.0426	0	0.2946	0.0579	0.03	0.6567	0	0.04	0	0	0.0053	0.1632
S11330	0.0711	0	0.2155	0.0604	0.0169	0.3649	0	0.0259	0.0101	0.1145	0.1946	0.1559
S11332	0.0974	0	0.3799	0.1408	0	0.5637	0	0.0321	0.0216	0.0184	0.1861	0.1434
S11334	0.0954	0	0.3296	0.0954	0.0122	0.3904	0	0.0457	0.0228	0.1314	0.1445	0.1527
S11335	0.0657	0	0.2619	0.0541	0.028	0.4902	0	0.0054	0.0093	0.093	0.0104	0.1681
S11345	0.0089	0.1672	0.253	0.0484	0.0894	0.4423	0	0	0	0.0525	0.0357	0.1598
S11349	0	0	0.2475	0.0658	0.0197	0.4001	0	0.0376	6.00E-04	0.1411	0.2069	0.1439
S1135	0.0438	0	0.2241	0.0099	0.0184	0.5171	0	0.0632	0.027	0.1239	0.081	0.1398
S11352	0	0	0.1428	0.0233	0.0116	0.6507	0	0.0259	0.0236	0.0965	0.003	0.1905
S11353	0	0	0.285	0.0489	0.0055	0.6224	0	0.0382	0.0113	0.107	0.0538	0.1802
S11368	0.0283	0	0.1979	0.0509	0.0247	0.5165	0	0.0626	0	0.1132	0.0822	0.1302
S11369	0.0104	0	0.2407	0.0918	0.0655	0.4058	0	0.0339	0.0103	0.1221	0.1197	0.1395
S11371	0.0902	0	0.226	0.0782	0.0428	0.4221	0	0.0141	0.008	0.0823	0.1515	0.1391
S11377	0.0158	0	0.2082	0.008	0.0306	0.4634	0	0.0723	0.0156	0.1856	0.0345	0.1481
S11378	0.0791	0	0.3159	0.0553	0.0604	0.7106	0	0.0285	0.0016	0.022	0.1389	0.1131
S11383	0.1222	0	0.341	0.1044	0	0.4128	0	0.0254	6.00E-04	0.0753	0.0973	0.1276
S11384	0.0946	0	0.2934	0.0786	0.0374	0.3418	0	0	0	0.0268	0.1073	0.0973
S11392	0.0442	0	0.3193	0.1098	0.0492	0.3878	0	0.0419	0	0.1066	0.1049	0.1483
S1140	0.0813	0	0.2102	0.0143	0.0483	0.5051	0	0.0425	0.0041	0.0898	0.0912	0.1551
S11410	0	0	0.2888	0.0349	0.0152	0.6451	0	0.0287	0.012	0.0542	0.0034	0.1681
S11411	0.1159	0	0.3593	0.1161	0.0199	0.3688	0	0.0592	0.0114	0.0742	0.1222	0.1214
S11414	0.0923	0	0.2334	0.0561	0.0639	0.4854	0	0	0.0058	0.0494	0.0985	0.1733
S11419	0.1223	0	0.2475	0.0737	0.0254	0.393	0	0.0419	0.0203	0.1305	0.0343	0.1631
S11424	0	0	0.3827	0.0559	0.0085	0.381	0	0.0484	0	0.1038	0	0.1274
S11425	0.0819	0	0.3724	0.0891	0.042	0.4155	0	0.0531	0.0158	0.0606	0.035	0.166
S11433	0.0298	0.0546	0.2346	0.0845	0.0156	0.5057	0	0.0609	0.0118	0.0784	0.0891	0.1328
S11434	0.1371	0	0.2887	0.0969	0.0077	0.3243	0	0.0565	0.0263	0.1241	0.1091	0.1508
S11436	0.0738	0.0236	0.2343	0.1008	0.0204	0.4211	0	0.0593	0.016	0.1441	0.0772	0.1613
S11437	0.1274	0	0.3832	0.0832	0.0296	0.2993	0	0.0221	0	0.049	0.0425	0.1565
S11440	0.0703	0	0.1136	0	0.0011	0.4687	0	0.0287	0.0102	0.1357	0.0285	0.2107
S11449	0.1236	0	0.3906	0.097	0	0.3994	0	0.0221	0	0.0487	0.0541	0.1593
S11459	0.1341	0	0.2999	0.0637	0.053	0.5115	0	0.0273	0	0.0424	0.0577	0.1189
S11477	0.0841	0	0.2978	0.0366	0.0236	0.3348	0	0.043	0.0028	0.1376	0.1133	0.1696
S11480	0.0731	0	0.2973	0.0183	0.0406	0.4249	0	0.0356	0.0201	0.1329	0.0366	0.1784
S11486	0.0426	0	0.3156	0.0788	0	0.6543	0	0.0116	0	0.0348	0	0.1364
S11501	0.0627	0	0.1797	0.0587	0.0761	0.5578	0	0.0307	0.0064	0.0954	0.0773	0.1695
S11504	0.1023	0.0366	0.3258	0.0612	0.0704	0.3195	0	0.0216	0.0283	0.0837	0.1641	0.1325
S11507	0.1106	0	0.3706	0.0891	0.056	0.2902	0	0.0082	0.0063	0.0523	0.0483	0.1494
S11518	0	0	0.3549	0.1665	0	0.438	0	0.0757	0.0168	0.1139	0.1399	0.0809
S11525	0.0967	0	0.3513	0.0738	0.0333	0.4396	0	0.0297	0	0.0449	0.0805	0.133
S11531	0.0432	0	0.2789	0.0761	0.0446	0.4501	0	0.0566	0.0148	0.1179	0.1442	0.1669
S11532	0.1813	0	0.3356	0.0667	0.0378	0.3795	0	0.0155	0.0048	0.0795	0.0978	0.1251
S1154	0.1001	0	0.2767	0.082	0.0124	0.4561	0	0.0297	0.002	0.0692	0.069	0.127
S11542	0	0	0.2175	0.0825	0.0877	0.644	0	0	0.0061	0.0547	0.0271	0.1734
S11543	0.0877	0	0.2584	0.0051	0.0228	0.4538	0	0.0463	0.0037	0.111	0.114	0.1452
S11546	0.0535	0	0.2749	0.0569	0	0.4768	0	0.0133	0	0.1032	0	0.1697
S1155	0	0	0.2199	0.0784	0.0445	0.534	0	0.0196	0.0058	0.1115	0	0.1883
S1156	0.1116	0	0.4078	0.0854	0.0881	0.328	0.0493	0.0399	0	0.0116	0.2353	0.0937
S11568	0.0522	0.0068	0.2394	0.0294	0.0373	0.4717	0	0.0035	0.022	0.1123	0.0777	0.1793
S11576	0.1616	0	0.3592	0.1065	0	0.2767	0	0.055	0.0141	0.1072	0.0878	0.1339
S11584	0.0187	0	0.1841	0.0137	0.0424	0.3227	0	0.0257	0.001	0.1589	0.0166	0.162
S11586	0.1036	0	0.3001	0.0939	0	0.4478	0	0.0496	0.0086	0.1024	0.0281	0.1659
S11590	0.0282	0	0.3066	0.0857	0	0.3762	0	0.058	0.0235	0.143	0.0803	0.1559
S11592	0.0428	0	0.3056	0.0585	0.0503	0.4174	0	0.0369	0.009	0.0576	0.0924	0.1472
S11593	0.1661	0	0.2486	0.0236	2.00E-04	0.3414	0	0.0103	0.0141	0.1198	0.0587	0.1604
S11599	0	0.0753	0.1984	0.0033	0.0683	0.5318	0	0.0221	0	0.0567	0.0321	0.1253
S1160	0.1133	0	0.3231	0.072	0.0731	0.3784	0	0.0177	0.0185	0.0801	0.0791	0.1328
S11610	0	0.0325	0.247	0.0475	0.0726	0.4638	0	0	0	0.0784	0.0301	0.1792
S11615	0.0359	0	0.2303	0.0951	0.0141	0.5219	0	0.0519	0.0042	0.0634	0.1032	0.1488
S11629	0.0374	0	0.303	0.0553	0.0189	0.5381	0	0.0888	0.0092	0.1096	0.1609	0.1223
S11631	0.2046	0	0.3768	0.1057	0.0128	0.2179	0	0.0845	0.0166	0.1816	0.047	0.1148
S1164	0.0557	0	0.2762	0.0168	0.0198	0.3813	0	0.0238	0.0249	0.1331	0.1397	0.1605
S11642	0	0.0719	0.1867	0.0222	0.0546	0.6013	0.0514	0	0.0013	0.0984	0.1045	0.175
S11656	0	0	0.2953	0.1137	0.0828	0.4981	0	0.0181	0.0099	0.0771	0.0442	0.1506
S11663	0.0187	0	0.36	0.0811	0.0019	0.6384	0	0.0058	0.0086	0.0348	0.0864	0.1607
S11667	0.0698	0	0.2698	0.105	0.0025	0.3912	0	0.0353	0.0012	0.104	0.0803	0.1313
S11668	0.0705	0	0.296	0.0677	0.0562	0.568	0	0.0519	0.0081	0.0632	0.1055	0.1572
S1167	0.0347	0	0.2931	0.0332	0.0395	0.4472	0	0.0562	0.0117	0.0682	0.1811	0.1475
S11673	0	0	0.2229	0.0793	0.0883	0.6797	0.0165	0.0297	0	0.0132	0.0794	0.143
S11682	0.0328	0	0.2246	0.0708	0	0.7239	0	0.0472	0	0.0254	0.0316	0.1364
S11693	0.0826	0.0437	0.3142	0.074	0.0553	0.4116	0	0.0308	0.0173	0.0817	0.0559	0.1383
S11696	0.1146	0	0.3726	0.0051	0.0263	0.3087	0	0.0476	0	0.1331	0.057	0.1545
S11699	0.0751	0	0.3468	0.0583	0	0.6346	0	0.0286	0	0.0398	0.0981	0.1527
S117	0	0	0.2518	0.0056	0.0937	0.786	0	0	0	0.0088	0.0317	0.1506
S1170	0.0975	0	0.3327	0.0759	0	0.5182	0	9.00E-04	0.0082	0.0306	0.0549	0.1533
S11709	7.00E-04	0	0.2697	0.0523	0.0522	0.5182	0	0.0552	0	0.0607	0.1194	0.1635
S11713	0.2014	0	0.3931	0.1087	0.0543	0.3877	0	0.0826	0.0226	0.0383	0.2058	0.0467
S11717	0.0675	0	0.2901	0.0725	0.0751	0.3447	0	0.0417	0	0.0747	0.0653	0.1478
S1173	0	0	0.2216	0.0245	0.0433	0.6068	0	0	0.0054	0.0762	0.0648	0.1619
S11731	0	0	0.1481	0.0214	0.0339	0.3809	0	0.0555	0.0099	0.1703	0.0514	0.1761
S11732	0.0724	0	0.2814	0.0592	0.0501	0.3815	0	0.009	0.0115	0.1039	0.0248	0.1663
S11733	0.03	0.0067	0.2449	0.1374	0.0354	0.4645	0	0.0646	0.0075	0.1012	0.1028	0.123
S11734	0	0.0041	0.2554	0.0074	0.0107	0.5202	0	0.0373	0.0333	0.1353	0.1503	0.1515
S11735	0.122	0	0.2295	0.0438	0	0.4283	0	0.0228	0.0144	0.1218	0.1346	0.1804
S11737	0	0.1322	0.2056	0.0366	0.0678	0.565	0	0	0.0044	0.0531	0.1739	0.1455
S11745	0.0169	0.0403	0.2276	0.0013	0.0583	0.4496	0	0.0558	0.0128	0.0908	0.0077	0.1652
S11760	0.0414	0	0.2451	5.00E-04	0.0783	0.5735	0	0.0011	0	0.0648	0.0157	0.1805
S11761	0.4623	0.0433	0.3204	0.0921	0.0174	0.0605	0	0.021	0.0484	0.0489	0.1343	0.1099
S11769	0	0.0837	0.1518	0.0066	0.0407	0.5479	0	0.0408	0.018	0.1519	0.0772	0.1869
S11783	0.1473	0	0.353	0.0806	0	0.3721	0	0.0313	0.0103	0.0576	0.091	0.1385
S11784	0.0838	0	0.2899	0.0719	0.0311	0.4342	0	0.0251	0	0.0884	0	0.1554
S11786	0.0926	0	0.3111	0.0601	0.0214	0.3163	0	0.0278	0.0035	0.1429	0.0728	0.18
S11797	0	0.0463	0.2464	0.0485	0.0721	0.5963	0	0.0128	0.0168	0.1009	0.1297	0.1557
S11799	0.0632	0	0.1924	0.0397	0.039	0.4815	0	0.0173	0.0041	0.0981	0.1035	0.1344
S118	0.0463	0	0.2372	0.1025	0	0.4639	0	0.0155	0.0193	0.1135	0.0804	0.1726
S11800	0.12	0	0.33	0.0885	0	0.3166	0	0.0571	0	0.1169	0.1132	0.1367
S11802	0	0	0.24	0.009	0.0221	0.9003	0	0.0184	0	0.0072	0.0753	0.1395
S11806	0	0	0.2326	0.0041	0.0893	0.6179	0	0.0389	0.0038	0.0808	0.0124	0.1917
S11807	0.3847	0.069	0.2139	0.0287	0.0667	0.3825	0	0.0352	0.0422	0.0523	0.0076	0.1572
S11810	0.0283	0	0.3454	0.0931	0.0642	0.5257	0	0.0257	0.0114	0.0601	0.0527	0.145
S11811	0	0	0.2622	0.0516	0.0152	0.6486	0	0.0631	0.0158	0.0902	0.0843	0.1434
S11812	0	0	0.2356	0.0152	0.0482	0.894	0	0	0.0027	0.0029	0.0963	0.156
S11820	0.0068	0	0.3086	0.0763	0.0056	0.3366	0	0.0603	0	0.1044	0.078	0.1562
S11822	0.0514	0.0074	0.2601	0.0228	0.0166	0.3322	0	0.0745	0.0245	0.1641	0.0579	0.1793
S11823	0.1092	0	0.2779	0.0566	0.0655	0.329	0	0.0403	0	0.1155	0.0795	0.1345
S11826	0	0	0.2524	0.0857	0.0598	0.534	0	0.0172	5.00E-04	0.0662	0.1617	0.1703
S1183	0	0.0079	0.3303	0.0536	0.0282	0.7952	0	0.0217	0.0239	0.0177	0.0144	0.1315
S1184	0.0307	0	0.3369	0.0888	0.025	0.4995	0	0.0311	0.0016	0.0764	0.04	0.1203
S11842	0.095	0	0.3111	0.1197	0.0567	0.3284	0	0.0499	0.0046	0.1005	0.1311	0.1237
S11843	0.0278	0	0.2239	0.0661	0.0252	0.3513	0	0.0404	0.0014	0.1599	0.1221	0.1565
S11844	0.1337	0	0.2499	0.0916	0.0556	0.2447	0	0.0493	0.0072	0.1207	0.0775	0.1449
S11850	0	0.1283	0.2282	0.0662	0.0758	0.4426	0	0.0117	0	0.0909	0.1818	0.1491
S11853	0.1502	0	0.3085	0.0324	0.0721	0.4083	0	0.0196	0	0.0598	0.081	0.1856
S11857	0	0	0.2588	0.0077	0.0259	0.5794	0	0.006	0.004	0.0787	0.0827	0.1808
S11858	0.0425	0	0.2569	0	0.0466	0.5113	0	0.0421	0.003	0.1036	0.0555	0.1534
S11860	0.0454	0	0.2874	0.0493	0.0274	0.459	0	0.0111	0.0046	0.0958	0.0899	0.1563
S11864	0.0347	0	0.1903	0.0447	0.0331	0.5642	0	0.0309	0.0245	0.1	0.1232	0.1292
S11870	0.0272	0	0.3433	0.1012	0.0163	0.3554	0	0.0625	0	0.0904	0.0128	0.1516
S11875	0.0672	0	0.3475	0.0547	0.0048	0.4862	0	0.0217	0.0105	0.0636	0.0812	0.1486
S11877	0	0.0933	0.1797	0	0.0995	0.4853	0	0.0303	0.0045	0.1088	0.0906	0.1514
S11878	0.095	0	0.2649	0.0595	0.0082	0.5842	0	0.0204	0	0.0681	0.1118	0.1044
S11882	0.0604	0	0.2573	0.0527	0.0759	0.2859	0	0.0419	0.017	0.1285	0.1337	0.128
S11883	0	0	0.1583	0.0261	0.0755	0.6509	0.0046	0.0187	0.0139	0.105	0.0498	0.1717
S11884	0.0333	0	0.2394	0	0	0.4848	0	0.0749	0.012	0.1539	0.1798	0.1594
S11886	0.0494	0	0.2289	0.0395	0.0485	0.618	0	0.0337	0.0056	0.0668	0.0044	0.1802
S11897	0.1697	0	0.2393	0.0313	0.0143	0.3929	0	0	0	0.0866	0	0.1404
S1190	0.0227	0	0.3148	0.0571	0	0.5543	0	0.0552	0.021	0.0651	0.136	0.1439
S11903	0.0051	0	0.1924	0.0407	0.0525	0.3508	0	0.0351	4.00E-04	0.1488	0.1554	0.1728
S11905	0	0.0501	0.1177	0	0	0.671	0	0.0545	0.0251	0.132	0	0.1943
S11907	0	0	0.2064	0.0626	0.022	0.531	0	0.0176	0.0043	0.0816	0.0606	0.1383
S11914	0	0.0022	0.2117	0	0.0988	0.5531	0.0031	0.0314	0.0087	0.1242	0.0477	0.1734
S11917	0.0588	0	0.2683	0.0133	0.0319	0.522	0	0.0101	0	0.0631	0.115	0.1307
S11928	0	0	0.2418	0.0267	0.055	0.5172	0	0.0529	0.0045	0.1037	0.171	0.1468
S11929	0.1214	0	0.2983	0.1292	0.0286	0.4401	0	0.0025	0	0.1032	0.0072	0.1592
S1193	0.0882	0	0.3221	0.0374	0	0.572	0	0.0349	0.0156	0.0654	0.1008	0.1142
S11930	0.0387	0	0.3158	0.0743	0.0481	0.3815	0	0.0055	0	0.0913	0.1232	0.1225
S11934	0.1042	0	0.3155	0.0731	0.0531	0.3614	0	0.0167	0.0152	0.0588	0.1514	0.1541
S11939	0.0922	0	0.2854	0	0.033	0.3215	0	0.0477	0.0121	0.1581	0	0.1909
S11944	0.1038	0	0.3226	0.1002	0.0322	0.4316	0	0.0248	0.0057	0.0763	0.0639	0.1532
S11945	0	0	0.2653	0.0629	0.0145	0.5374	0	0	0.0039	0.0671	0.208	0.1409
S11957	0.0907	0	0.4004	0.0326	0.0163	0.4634	0	0.0798	0	0.0749	0.05	0.156
S11958	0	0.1293	0.1815	0.0362	0.0634	0.5617	0	0.0061	0	0.0768	0.0538	0.1612
S1196	0	0	0.1996	0.0053	0.0575	0.6309	0	0.033	0.0075	0.1103	0	0.1716
S11960	0.019	0	0.2713	0.0501	0.0269	0.7019	0	0	0.0071	0	0.104	0.1556
S11965	0.0626	0	0.37	0.0853	0.0599	0.4641	0	0.0471	2.00E-04	0.0403	0.1454	0.1337
S11967	0	0	0.3146	0.0485	0.0609	0.5454	0	0	0.0206	0.0788	0	0.2017
S1197	0	0.0528	0.1734	0	0.0723	0.7341	0	0.0198	0.0171	0.0555	0	0.1343
S11973	0.1804	0	0.429	0.0921	0	0.317	0	0.038	0.0177	0.1029	0.062	0.1588
S11974	0.0295	0	0.2362	0.0271	0.0054	0.3498	0	0.116	0	0.1695	0.0761	0.1412
S11980	0.0222	0	0.2774	0.0206	0.0019	0.4666	0	0.0462	0.0105	0.1179	0.0729	0.1669
S11985	0	0	0.2458	0.0917	0.0193	0.4184	0	0.025	0.0049	0.1244	0.0989	0.1463
S11987	0.0197	0.0171	0.2246	0.0592	0.0445	0.3404	0	0.0026	0.0095	0.1484	0.0384	0.1824
S11993	0.0243	0	0.2855	0.0889	0.0249	0.4523	0	0.0397	0.0048	0.1036	0.075	0.1647
S12001	0.0278	0	0.1926	0	0.0441	0.4669	0	0.0372	0.0136	0.1147	0.1049	0.1595
S12004	0	0	0.2527	0.0165	0.0472	0.6322	0	0	0.0056	0.0989	0.0333	0.1588
S12006	0.192	0	0.3155	0.0801	0.0469	0.2307	0	0	0.011	0.0453	0	0.1712
S12010	0	0.0145	0.2487	0.0621	0.0578	0.7804	0	0.0148	0.0249	0.0191	0.1492	0.1421
S12011	0.0708	0	0.2037	0.0475	0.0307	0.5268	0	0.0347	0	0.119	0.0952	0.1348
S12012	0	0.0479	0.1836	0	0.1149	0.5806	0	0.0141	0.0039	0.1257	0.0446	0.1665
S12022	0	0	0.2362	0.0334	0.0776	0.6625	0	0.007	0	0.0474	0	0.153
S12043	0.1408	0	0.3359	0.0457	0	0.2806	0	0.0539	0.0028	0.1235	0.0389	0.1567
S12052	0.1113	0	0.3553	0.0583	0.0158	0.3795	0	0.0412	0	0.058	0.0881	0.1435
S12056	0.1187	0	0.2635	0.0511	0.0239	0.4561	0	0.0299	0	0.063	0.0375	0.171
S12057	0	0	0.3228	0.0252	0.0166	0.5597	0	0.0352	0.0062	0.0921	0	0.1772
S12058	0	0.0863	0.153	0.0134	0.0826	0.7112	0.0486	0	0.0183	0.0771	0.0251	0.204
S12061	0.0051	0	0.3694	0.0767	0	0.6643	0	0.0233	0	0	0.0119	0.1543
S12064	0.1164	0	0.3763	0.1286	0.0337	0.3136	0	0.0659	0	0.1064	0.1353	0.1462
S12073	0.0257	0.0723	0.1375	0.0479	0.0627	0.4087	0	0	0	0.1569	0.054	0.1804
S12076	0.0636	0	0.2612	0.0102	0.103	0.4922	0	0.0153	0.0124	0.1058	0.1145	0.1666
S12079	0	0	0.2483	0.0576	0.0389	0.6976	0	0.0147	0	0.0373	0.0516	0.1512
S12089	0.022	0.1002	0.2233	0.0174	0.0619	0.5066	0	0.0292	0.0109	0.1198	0.0556	0.1687
S12098	0.0687	0	0.2633	0.0608	0.045	0.3512	0	0.0458	0	0.0835	0.0667	0.1305
S1210	0.0911	0	0.2406	0.0724	0.0041	0.3951	0	0.0017	0.005	0.0939	0.0502	0.1522
S12101	0.0161	0	0.2145	0.029	0.0683	0.6093	0	0.0143	0	0.0374	0	0.1459
S12105	0.0945	0	0.394	0.146	0.0116	0.2917	0	0.0381	0	0.0743	0.0367	0.1349
S12106	0	0.0855	0.162	0.0196	0.0829	0.6477	0	0	0	0.0302	0	0.1633
S1212	0.0677	0	0.3797	0.1097	0.0343	0.4446	0	0.0496	0	0.0515	0.0772	0.1273
S12120	0.0437	0	0.2686	0.0595	0.0207	0.4376	0	0.0669	0.0209	0.1211	0.0873	0.1631
S12129	0.1056	0	0.2674	0.0178	0.0089	0.364	0	0	0.0097	0.1004	0.0329	0.156
S12137	0.0703	0	0.2692	0.0125	0.0041	0.6368	0	0.0305	0.0123	0.1005	0.0481	0.1617
S12140	0.0571	0	0.2858	0.0772	0.0239	0.4644	0	0.0403	0.0186	0.0964	0.1131	0.1287
S12159	0.1241	0	0.353	0.0912	0.0067	0.4908	0	0.0355	0.0083	0.0449	0.1447	0.1248
S12170	0.0415	0	0.2307	0.0421	0.0371	0.3393	0	0.0546	0.0111	0.1301	0.0916	0.1566
S12178	0.0432	0	0.3952	0.1116	0.0447	0.5259	0	0.0676	0	0.0206	0.0965	0.1425
S12179	0.1645	0	0.3504	0.1201	0.0243	0.2095	0	0.0262	0	0.0631	0	0.1767
S1218	0.1105	0	0.2838	0.1129	0.0534	0.3872	0	0.0128	0.003	0.0945	0.0195	0.1605
S12182	0.0072	0.0272	0.331	0.0506	0.0705	0.4522	0	0.0275	0.0156	0.071	0.0119	0.1603
S12196	0.0116	0	0.2863	0.004	0.0106	0.5972	0	0.0489	0.0123	0.0695	0.0304	0.1407
S12198	0.0748	0	0.2814	0.0368	0.0327	0.4332	0	0.0285	0.0082	0.0988	0.1472	0.1599
S1220	0.1078	0	0.2943	0.0522	0.0107	0.3701	0	0.0289	0.0035	0.1155	0.0753	0.1253
S12200	0.0461	0	0.3367	0.0392	0.0026	0.6219	0	0.024	0.0085	0.0506	0.0419	0.1596
S12202	0.0012	0	0.1982	0.008	0.0292	0.5146	0	0.03	0	0.1077	0.0836	0.1416
S12206	0	0	0.2492	0.0598	0.0463	0.4083	0	0.0259	0.0142	0.1276	0.1468	0.1482
S12208	0.1413	0	0.2499	0.1031	0.0444	0.2669	0	0.0745	0.0118	0.1371	0.1505	0.1177
S12215	0.072	0	0.3269	0.0549	0.0247	0.5224	0	0.0196	0.0148	0.0636	0.1178	0.1314
S12221	0.0958	0	0.4017	0.1085	0	0.4561	0	0.0449	0.018	0.0348	0.1414	0.1296
S12228	0.0048	0.0567	0.2533	0.0259	0.0217	0.6576	0	0.0293	0.013	0.0747	0	0.1553
S12231	0.0414	0	0.2609	0.0362	0.0291	0.3189	0	0.0286	0	0.1128	0.078	0.1683
S12240	0.0525	0	0.3623	0.1131	0.085	0.3706	0	0.0227	0	0.0222	0.0662	0.1
S12241	0.0426	0.0013	0.2383	0.0149	0.0385	0.5386	0	0.0766	0.0209	0.1072	0.1159	0.1474
S12244	0.1317	0	0.2204	0.0135	0.0481	0.3818	0	0.0277	0.0092	0.1305	0.0618	0.14
S12245	0.0161	0	0.325	0.0532	0.0675	0.5941	0	0.0305	0.022	0.0853	0.0637	0.1789
S12249	0.0583	0	0.2625	0.078	0.0153	0.5573	0	0.033	0.0194	0.0848	0.1408	0.1344
S12251	0.0344	0	0.2261	0	0.0333	0.4119	0	0.0531	0.0231	0.1415	0.0546	0.1391
S12261	0	0	0.2799	0.0559	0.0658	0.7846	0	0.0165	0.0016	0	0.0052	0.1444
S12264	0.0488	0	0.3323	0.0864	0.0121	0.3636	0	0.0637	0	0.0735	0.0895	0.1325
S12265	0.0404	0	0.2387	0	0.0469	0.3083	0	0.0239	0.0158	0.1584	0.1584	0.1456
S12271	0.0583	0	0.2942	0.0268	0.021	0.3625	0	0.0866	0.0082	0.1567	0.025	0.1675
S12276	0.1328	0	0.3443	0.1318	0	0.4463	0	0.0433	0.0333	0.0572	0.1069	0.1518
S12278	0.0098	0	0.2918	0.0308	0	0.6029	0	0.0324	0.0025	0.0787	0.0691	0.1178
S12279	0.0462	0	0.3031	0.0843	0	0.58	0	0.056	0	0.0658	0.0018	0.1358
S12282	0.0462	0	0.1958	0.0381	0.0062	0.5728	0	0.0138	0.0055	0.0995	0.026	0.153
S12285	0.0775	0	0.2981	0.0324	0.0387	0.3821	0	0.0144	0.008	0.0945	0.0396	0.1518
S12291	0.0679	0	0.297	0.0544	0.0173	0.5121	0	0.0108	4.00E-04	0.0703	0.0025	0.1387
S12294	0.0276	0	0.2551	0.0419	0.0209	0.5936	0	0.0389	0.0124	0.0984	0.0567	0.1523
S12308	0.017	0	0.2561	0.0384	0.0462	0.3788	0	0.0393	0.016	0.1454	0.1465	0.1568
S12335	0	0	0.2564	0.0396	0.027	0.4962	0	0.0744	0.0206	0.1233	0.017	0.1321
S12344	0.0388	0	0.4167	0.0597	0.0165	0.5678	0	0.0593	0	0.0189	0.0818	0.1017
S12347	0.021	0	0.227	0	0.0119	0.793	0	0.0136	0.0294	0.0532	0.0819	0.1472
S12348	0.0637	0	0.3144	0.0815	0.034	0.5587	0	0.0145	0	0.031	0.0616	0.1315
S12354	0.2128	0	0.4374	0.1859	0.0397	0.4279	0	0.0761	7.00E-04	0.0146	0.0829	0.1442
S1236	0.0805	0	0.2852	0.0362	0.0498	0.3624	0	0.015	9.00E-04	0.103	0.113	0.1572
