ID,CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
S5079,8.124992,7.745476,8.284202,8.120042,9.855654,7.890914,8.590402,7.989578
S5080,8.587552,8.099446,8.70688,8.54709,9.82529,8.321184,8.841694,8.250852
S5082,8.30434,8.216638,8.537696,8.52315,10.036352,8.525492,9.117782,8.367284
S5084,8.484754,7.953606,8.45189,8.2958,9.975976,8.175112,8.753912,8.147402
S5085,8.012272,7.516048,8.184706,7.88726,9.971576,7.560152,8.304948,7.733204
S5091,8.354872,7.910744,8.439444,8.215686,10.007142,8.080552,8.710428,8.177922
S51,8.063716,7.764882,8.325514,8.233738,9.840128,7.800764,8.482462,8.111996
S5105,7.707156,7.491304,7.869928,7.801294,9.594598,7.479048,8.274876,7.687806
S5106,8.111648,7.837298,8.240002,8.046708,9.85419,7.895738,8.706918,7.975264
S511,8.198832,8.100892,8.326902,8.279208,9.895014,8.267764,9.076172,8.176664
S5114,8.283496,7.773022,8.106584,8.074892,9.638112,8.045042,8.782794,7.982798
S5118,8.07845,7.899212,8.385686,8.099762,9.987496,7.99812,8.637968,8.040428
S5122,8.247954,8.135314,8.54752,8.399766,9.925542,8.343512,8.972622,8.182548
S513,8.334114,8.060496,8.64874,8.31706,10.107212,8.193328,8.789636,8.148468
S5133,8.177024,8.032986,8.57126,8.4139,9.979376,8.173222,8.861596,8.10232
S5141,8.265828,8.11464,8.56117,8.266818,10.128894,8.33203,9.226442,8.157392
S5144,8.244908,7.902916,8.332528,8.187082,9.928532,8.225604,8.740908,8.199768
S5153,8.15382,7.78453,8.28877,8.10247,9.939648,7.92546,8.559976,7.961436
S5169,8.062012,7.834496,7.984252,7.91382,9.81218,7.934546,8.765502,7.865526
S5176,8.363864,8.12141,8.62591,8.437522,10.13542,8.302872,8.909448,8.326998
S5181,7.911714,7.963088,8.240654,7.986914,9.829648,8.064998,9.02283,7.985102
S5185,8.204482,7.792602,8.26862,8.158992,9.790626,7.99021,8.615304,8.098222
S5186,8.100462,8.16989,8.554588,8.425298,10.078466,8.15236,8.681324,8.255188
S5187,8.34026,8.174624,8.548832,8.574384,9.839654,8.369084,8.909414,8.26475
S5190,7.948114,7.998144,8.73785,8.044758,9.564988,7.945364,8.727514,7.984976
S5191,8.21873,8.144414,8.748956,8.503412,10.206494,8.280698,8.817608,8.237638
S5197,8.188418,7.81432,8.345874,8.23806,9.855336,7.898034,8.419938,8.016614
S5201,8.268196,7.910526,8.53357,8.351454,10.099054,8.062184,8.470506,8.06203
S5203,8.233854,7.745774,8.311416,8.065036,9.981132,7.997354,8.640554,7.968654
S521,8.175542,7.976806,8.442406,8.31777,9.954798,8.068022,8.591388,8.11856
S5215,8.47361,7.878586,8.264608,8.168478,9.685142,8.17072,8.837336,8.099706
S5218,8.28381,8.067196,8.5737,8.267004,10.106728,8.380118,8.967372,8.157006
S5220,8.162674,7.988782,8.451542,8.276064,9.845776,8.062098,8.75999,8.093422
S5222,8.22297,7.934518,8.664478,8.49676,9.927716,8.114106,8.495334,8.213416
S5226,8.339576,7.917082,8.587718,8.333196,9.989516,8.199568,8.612914,8.153416
S5233,8.296816,8.052044,8.651964,8.450548,10.150254,8.238468,8.788696,8.172844
S5244,8.132562,7.704662,8.121674,8.042164,9.862116,7.8966,8.545612,7.905762
S5251,8.42801,8.050536,8.625242,8.520262,10.11317,8.253986,8.78934,8.310796
S5256,8.355248,8.075856,8.650252,8.5365,9.960054,8.228084,8.701496,8.351512
S5276,8.026054,8.043804,8.509046,8.394424,9.950486,8.213854,8.93109,8.231598
S5286,8.251788,8.270114,8.516732,8.34858,10.024654,8.50793,9.302228,8.351134
S5289,8.327844,8.022088,8.48334,8.358744,9.831086,8.162878,8.782196,8.158604
S5294,8.50968,7.92576,8.313488,8.181814,9.85891,8.132054,8.788724,8.097544
S5297,8.193908,8.361624,8.78922,8.534356,10.204696,8.398544,9.068394,8.26605
S5299,8.161966,7.847412,8.507234,8.31131,10.159322,8.100094,8.629464,8.10499
S530,8.322516,8.056836,8.629718,8.573842,9.911422,8.35191,8.9984,8.42111
S5303,8.405394,7.914276,8.462146,8.277954,10.013194,8.020876,8.421528,8.178366
S531,8.257386,7.870466,8.280134,8.173194,9.822988,8.250604,8.695352,8.077094
S5310,8.287048,7.927644,8.263496,8.12787,10.051476,7.961668,8.689208,8.060866
S5311,8.24584,7.890358,8.366274,8.200168,10.084426,8.076758,8.69084,8.058774
S5318,7.979038,7.997516,8.313162,8.23222,9.588608,8.020174,8.660178,7.963238
S532,8.13526,7.811022,8.379894,8.142402,9.682572,7.959632,8.71349,8.136758
S5335,8.236592,7.969304,8.40036,8.174116,10.11106,7.91174,8.635782,7.93298
S5338,8.37655,7.929354,8.579858,8.269108,10.049826,8.18181,8.852694,8.212282
S534,8.126732,7.694856,8.158316,7.965646,9.831578,7.755716,8.551526,7.731182
S5342,7.898624,7.681,8.118012,7.768012,9.473104,7.785538,8.732926,7.849364
S5346,8.38363,8.05048,8.521044,8.419312,10.115248,8.314148,8.879246,8.205592
S5349,7.807564,7.978198,8.411282,8.39421,10.09677,7.967558,8.595048,7.954708
S5354,8.31291,8.082432,8.666496,8.458602,10.037918,8.272788,8.876794,8.372846
S5360,8.345682,7.901984,8.4618,8.219102,9.86825,8.092804,8.656294,7.968938
S5367,8.213752,7.89432,8.465884,8.241216,10.141818,8.084666,8.63655,8.093464
S5374,8.12688,7.736442,8.125034,8.013286,9.62484,7.781336,8.381996,7.963794
S5381,8.330152,8.149116,8.564708,8.356088,10.084408,8.367056,8.95345,8.210516
S5398,8.111586,8.090346,8.518766,8.324922,9.786014,8.119568,8.72048,8.162984
S5400,8.094014,7.830746,8.16931,8.032846,9.981026,7.839506,8.584108,7.90252
S5403,8.216186,7.792694,8.431724,8.214402,10.004166,8.030628,8.477908,8.031086
S5405,8.229502,7.834296,8.427974,8.143842,10.240966,7.985226,8.57916,8.017354
S5409,8.134622,7.979738,8.541098,8.519652,9.9048,8.052296,8.605246,8.19616
S5423,8.208244,8.29966,8.620124,8.682918,9.998494,8.420092,9.035528,8.334916
S5428,8.368208,7.816794,8.513668,8.077758,9.948222,7.941236,8.639934,8.01303
S5438,8.223136,7.938598,8.333432,8.16546,9.816004,8.160698,8.800674,8.238782
S5445,8.373004,7.818848,8.282158,8.13774,10.041648,8.023088,8.617396,7.98721
S5455,7.849852,7.544546,7.964902,7.783454,9.690294,7.512926,8.19318,7.674652
S5464,8.189798,7.910748,8.355302,8.184338,9.807228,8.165196,8.803234,8.06643
S5467,7.856476,8.099576,8.13534,8.152788,9.765524,8.064186,8.994612,8.03648
S5473,7.964952,7.703058,8.11845,7.894224,9.675442,7.841366,8.523986,7.895332
S5475,7.937298,7.860408,8.061254,7.843084,9.688598,7.70888,8.630752,7.792986
S548,8.00324,7.677744,8.02931,7.93441,9.673854,7.699528,8.405948,7.75293
S5481,8.034112,7.952114,8.271858,8.049714,9.952608,7.890076,8.610124,7.998122
S5486,8.196526,8.117252,8.312966,8.217836,9.85088,8.208278,9.072194,8.169126
S549,7.992854,7.786376,8.123516,8.007382,9.620732,7.931776,8.640566,7.94611
S5492,8.20066,7.875402,8.315308,8.16289,9.807174,8.045912,8.690738,7.96571
S5493,8.424892,8.299442,8.94139,8.776904,10.315998,8.501166,9.014754,8.38946
S5495,8.2146,7.868268,8.409736,8.115334,10.025664,7.872486,8.452546,7.963942
S5507,8.280654,7.78759,8.35033,8.013536,9.833516,7.883952,8.504274,7.980254
S5513,7.893674,7.734664,8.35634,8.046796,9.720002,7.754378,8.528412,7.862268
S5517,8.463032,8.13189,8.37927,8.355278,9.802484,8.443456,9.030062,8.303398
S5522,8.405574,7.943708,8.6119,8.27821,10.140988,8.161124,8.704598,8.145582
S5533,8.204192,8.23304,8.772582,8.67082,10.025648,8.432868,9.090634,8.408716
S554,8.455358,8.049582,8.486106,8.350452,10.118152,8.25777,8.814636,8.268696
S5543,8.010924,7.801502,8.18934,8.016198,9.819264,7.819338,8.381694,7.99422
S5545,8.197292,8.032366,8.523382,8.217874,10.191014,8.13456,8.883208,8.084672
S5547,8.336394,7.86905,8.344672,8.148506,9.931778,8.040304,8.611282,8.00378
S5548,8.187872,7.922402,8.455272,8.249432,10.040424,8.142208,8.67581,8.092524
S5558,7.918078,7.704872,8.327734,8.017926,9.797878,7.769432,8.405734,7.892668
S5566,8.166898,8.072306,8.387222,8.298398,10.03684,8.29746,9.136968,8.132916
S5571,8.051728,7.776194,8.235554,8.02802,9.730364,7.806826,8.576182,7.840274
S5577,8.500386,7.913896,8.510736,8.296168,9.78685,8.146736,8.652996,8.131344
S5578,7.87836,8.03245,8.620424,8.553972,9.872386,7.993456,8.62582,8.063446
S558,8.374754,8.342416,8.877,8.674538,10.090852,8.429302,8.992254,8.402088
S5583,8.366752,7.816846,8.506854,8.318956,9.984742,7.964936,8.522158,8.022794
S5586,8.317066,7.945368,8.366216,8.323792,9.862612,8.225942,8.888554,8.19034
S559,8.006154,8.057768,8.345846,8.220152,9.734478,8.092972,8.89898,8.150092
S5597,8.166998,7.819016,8.380862,8.181374,9.863586,7.919648,8.542728,7.909666
S560,8.133898,7.885338,8.171606,8.061178,9.61009,8.063826,8.759356,8.077268
S5602,7.79042,7.845692,8.451934,8.313452,9.842434,7.734684,8.518454,7.890688
S5603,8.335452,8.110306,8.549032,8.457348,10.12756,8.315922,8.92927,8.328618
S5615,8.207774,7.967026,8.4106,8.372882,9.82271,8.164628,8.810158,8.138272
S5622,8.335542,7.893304,8.297664,8.030134,9.55382,8.001122,8.716654,7.951148
S5628,8.720284,8.40718,8.718442,8.647076,10.172684,8.745806,9.490374,8.529658
S5630,8.418288,8.018636,8.51358,8.351484,9.780218,8.252544,8.764044,8.30737
S5635,8.19834,8.035684,8.620924,8.360266,9.891682,8.286006,8.820112,8.192522
S564,8.079124,7.878362,8.338678,8.158154,10.056474,8.009288,8.61178,8.020346
S5641,8.24049,7.89049,8.455352,8.240626,10.051518,8.02122,8.615734,8.05804
S565,8.22458,7.992828,8.603668,8.408044,9.988952,7.965632,8.499602,8.109134
S5652,8.392594,7.872946,8.502552,8.195526,10.022886,8.09302,8.640276,8.137218
S5657,8.325808,8.007374,8.528708,8.409026,10.071666,8.258784,8.77247,8.276176
S5663,8.183216,7.804266,8.12121,8.101612,9.638806,7.970608,8.700334,7.898466
S5671,8.161884,7.904812,8.457496,8.266606,9.943212,7.951298,8.433224,8.07324
S5676,8.328798,7.9417,8.649246,8.356276,9.986382,8.193544,8.631164,8.220446
S569,8.28738,8.151008,8.59826,8.412796,10.136032,8.30983,9.01149,8.220316
S5690,8.333654,8.080266,8.556438,8.434858,10.10737,8.159356,8.726082,8.128212
S5694,8.30163,7.78696,8.30557,8.18452,9.823646,8.026674,8.664296,8.070192
S5697,8.105584,7.932842,8.351848,8.082048,9.864322,8.039182,8.713388,7.985954
S5699,7.979654,7.91356,8.411836,8.31018,9.947402,8.022588,8.558746,8.062654
S5703,8.065908,8.172434,8.559988,8.367924,9.940454,8.167188,8.853136,8.072466
S5706,8.222956,8.130308,8.491656,8.470744,9.935702,8.21272,8.965372,8.161788
S5722,8.246416,7.868968,8.344046,8.174776,10.067364,8.006202,8.60778,8.027202
S5730,8.142436,7.701358,8.142222,7.935996,9.739842,7.905446,8.653624,7.956802
S5733,8.188616,7.977068,8.480708,8.381116,10.06543,8.16954,8.71727,8.174852
S5760,8.273818,7.75088,8.381602,8.084642,9.85271,7.862216,8.10945,7.999302
S5762,8.200874,7.812702,8.357818,8.229076,9.741704,8.01295,8.562984,8.030878
S5763,8.223702,7.852766,8.479566,8.256364,9.96057,7.92645,8.502414,8.05143
S5766,8.26817,7.964586,8.449128,8.362116,10.064148,8.0813,8.584684,8.15532
S5767,8.107974,7.994584,8.317174,8.239716,9.849508,7.857182,8.714798,8.001862
S5768,8.049102,7.799586,8.373676,8.034938,9.745964,7.99668,8.796406,7.930752
S5777,8.270646,8.164282,8.663064,8.490288,10.361216,8.346454,8.953612,8.265536
S578,7.985162,8.029374,8.369008,8.236662,9.754836,8.17781,8.813198,8.011672
S5788,8.116398,7.95053,8.2424,8.099088,9.874228,8.110446,9.048406,8.061248
S5793,7.81643,7.662426,8.319862,7.987666,9.89888,7.596888,8.313982,7.817438
S5799,7.565634,7.55214,7.874704,7.654816,9.475132,7.623744,8.343388,7.711404
S581,8.02821,8.083162,8.321534,8.108382,9.9507,8.202414,9.031872,8.01862
S5815,8.102986,7.833984,8.376786,8.126522,9.816742,8.036468,8.648206,8.005722
S582,7.953454,7.99053,8.560674,8.120166,9.974794,7.978052,8.858214,7.964296
S5821,8.271306,7.704114,8.168656,8.01645,9.738884,8.002262,8.61613,8.02972
S5822,7.685984,7.625194,7.948628,7.91889,9.722724,7.46497,8.502328,7.717882
S5823,8.194786,8.154896,8.639006,8.543896,10.138962,8.159404,8.721692,8.186768
S5827,8.51979,8.34979,8.90734,8.680664,10.207134,8.478326,9.083236,8.377614
S5833,8.153452,7.683404,8.147006,7.829924,9.60363,7.886514,8.501682,7.849964
S5844,8.122742,8.024854,8.327104,8.286952,9.802448,8.291826,9.073862,8.3063
S5846,8.372922,8.020774,8.372332,8.25182,9.958858,8.19199,8.942898,8.129494
S5852,8.39254,7.997562,8.2897,8.345166,9.751644,8.224858,8.684534,8.151428
S5853,8.209238,7.777172,8.162608,8.032502,9.728238,7.91636,8.579082,7.923036
S5863,8.396714,8.038294,8.547678,8.26336,10.026848,8.169336,8.79355,8.223194
S5877,8.293244,8.017766,8.437308,8.340746,9.761702,8.109382,8.83879,8.080046
S5881,8.293444,8.007892,8.681712,8.443384,10.24741,8.219554,8.5819,8.120002
S5883,8.219142,8.052126,8.519188,8.370006,9.888436,8.101142,8.673882,8.236636
S5884,8.12014,8.112188,8.443624,8.22661,9.857892,8.233396,9.003486,8.161776
S5889,8.437354,8.17935,8.576378,8.46249,9.884058,8.354706,8.9043,8.319246
S589,8.00151,7.941598,8.299322,8.219266,9.891186,8.158606,9.023952,8.177902
S5903,8.462078,8.038408,8.71122,8.525948,10.045608,8.397904,8.876044,8.425256
S5905,8.235252,7.837252,8.237224,8.185792,9.873616,7.93072,8.431604,8.00587
S5910,8.252762,7.900244,8.501528,8.227668,10.021816,8.129018,8.635792,8.057594
S5911,8.23764,7.858532,8.236852,8.146938,10.008934,8.114434,8.696412,8.02389
S5922,7.979676,7.874612,8.311276,8.201528,10.061636,7.987898,8.666824,8.07068
S5923,8.286394,7.873278,8.304242,8.069,9.609366,8.09457,8.671568,8.171502
S5925,7.928838,7.67232,8.263156,7.946126,9.66953,7.621492,8.433758,7.812714
S5929,8.109558,7.876026,8.274764,8.144278,9.698884,7.897642,8.510076,7.999082
S5931,8.308248,8.071448,8.531286,8.432492,9.837966,8.306358,8.87036,8.25305
S5938,7.946384,7.809008,8.165574,8.01667,9.726298,7.885776,8.685716,7.92843
S5955,8.167458,7.867656,8.417356,8.065176,10.11946,8.177252,8.830668,8.028328
S5960,8.138364,7.814502,8.055646,8.116538,9.66921,8.097348,8.745698,8.105854
S5961,8.353306,7.78121,8.390132,8.062114,9.961808,7.911726,8.534188,8.043046
S5967,8.387948,7.927516,8.416458,8.251738,10.133934,8.062972,8.734128,8.091762
S5969,7.807684,8.062242,8.235126,8.093962,9.865642,8.157402,8.953792,8.082196
S5978,8.75312,8.31413,8.630126,8.500776,9.889884,8.358562,9.03772,8.268972
S5986,8.362228,8.266152,8.673134,8.693066,10.108452,8.446258,8.988076,8.276086
S5987,8.181736,7.877234,8.26783,8.13385,9.706386,7.9658,8.663572,8.010044
S5988,8.503458,8.105158,8.64429,8.62541,10.078326,8.461566,9.004386,8.341696
S599,8.228272,8.288822,8.370586,8.535414,9.92289,8.523568,9.246494,8.328096
S5990,8.119026,7.902714,8.486924,8.243296,10.093124,8.010268,8.434062,7.996188
S5997,8.199714,7.934688,8.50581,8.323452,10.09528,7.995572,8.668032,8.080472
S6001,8.300748,7.640818,8.194742,8.126586,9.919756,7.878516,8.375406,7.898904
S6011,8.22503,7.988768,8.359276,8.272244,9.686142,8.031624,8.691846,8.1556
S6014,8.178352,7.896582,8.247402,8.241892,9.794566,7.93578,8.659372,7.995868
S6019,8.198014,7.883786,8.30188,8.235646,9.759852,8.018228,8.704604,8.094388
S6021,8.199336,8.030312,8.677566,8.380378,10.15894,8.169398,8.778722,8.141682
S6022,8.181536,7.84926,8.333506,8.12458,9.742646,8.044436,8.70565,8.009706
S6028,8.378756,7.900548,8.399492,8.272378,9.968706,8.047402,8.702802,8.09341
S603,7.989616,7.725164,8.040894,7.898348,9.651864,7.695612,8.59364,7.88551
S6033,8.14503,7.856544,8.220152,8.061678,9.824888,8.047648,8.776374,8.063912
S6034,8.362842,8.18884,8.67484,8.646508,10.111936,8.364686,8.881188,8.395154
S6041,7.872994,7.588244,8.061192,7.76201,9.658854,7.67173,8.452198,7.729796
S6047,7.919734,7.649604,8.202316,7.966984,9.696504,7.664946,8.585504,7.666942
S6049,8.434488,8.118584,8.446138,8.386814,9.867778,8.342704,9.090538,8.25092
S6051,8.124376,7.74405,8.223556,8.070398,9.736086,7.878102,8.56485,7.967614
S6058,8.12072,8.174556,8.530594,8.347468,10.212258,8.382002,9.261528,8.237022
S6063,8.175078,8.118644,8.330632,8.286368,9.95437,8.40642,9.14311,8.240872
S6065,8.369878,7.920088,8.421406,8.29171,10.10632,8.187204,8.8201,8.091998
S6068,8.347736,7.95534,8.485816,8.315248,10.122932,8.144526,8.654236,8.097326
S6099,8.381706,7.847922,7.836932,7.927274,9.239782,7.833932,8.604726,7.62744
S6104,8.256084,8.153098,8.620968,8.479506,10.08073,8.240994,8.717928,8.255748
S6105,8.32782,8.044324,8.658026,8.463048,10.096008,8.304502,8.958914,8.242256
S6106,7.936274,8.182822,8.536094,8.296728,10.070914,8.276744,9.05813,8.159178
S6107,8.390834,7.826894,8.642848,8.134092,10.10265,8.076706,8.211598,8.10608
S6114,8.197766,8.211736,8.608732,8.537746,10.112738,8.466174,9.177678,8.353508
S613,8.18276,7.790222,8.356572,8.06689,9.91618,7.928922,8.470292,7.912452
S6131,8.461916,8.260854,8.652414,8.428932,10.099056,8.401564,8.975862,8.343564
S6134,7.853328,7.60301,8.09489,7.901398,9.795644,7.522936,8.451002,7.776894
S6140,8.268336,8.015418,8.52303,8.310112,9.96787,8.13465,8.652776,8.089278
S6156,8.16789,8.228096,8.639992,8.451736,10.173792,8.16821,8.820832,8.208892
S6164,8.267142,7.927646,8.330082,8.270122,9.848126,8.092822,8.684512,8.0884
S6173,8.018678,7.715472,8.046022,7.88034,9.604716,7.80503,8.559172,7.825306
S618,8.300896,8.087702,8.616872,8.423162,10.01557,8.127778,8.874806,8.160818
S6195,7.726098,7.765298,8.372796,8.006846,9.80081,7.617632,8.154568,7.76398
S6198,8.410824,7.830814,8.355376,8.163252,9.889936,8.134942,8.618622,8.071016
S620,8.095336,8.123348,8.67624,8.519206,10.104546,8.211022,8.799348,8.197322
S6200,7.966728,7.665126,8.124274,8.038134,9.655374,8.090966,8.608336,7.94856
S6203,8.25693,7.960674,8.348436,8.331914,9.85835,8.106282,8.670614,8.157406
S6205,8.956472,8.220038,8.102724,8.020702,9.263454,8.163296,8.908952,7.922532
S6210,7.960998,7.665506,8.086448,8.121046,9.75385,7.79337,8.569056,7.886602
S6214,7.93658,7.99955,8.286348,8.32902,9.90139,8.006896,8.586734,8.143244
S6216,8.064742,7.683506,8.2188,7.990442,9.927822,7.837694,8.437588,7.858584
S6219,8.401952,8.0164,8.498956,8.2687,9.811652,8.338564,8.925694,8.2793
S6225,8.495434,7.914274,8.278476,8.159826,9.72453,8.28725,8.94659,8.157168
S6227,8.105372,8.087286,8.425722,8.416376,10.057974,8.24091,9.077634,8.256206
S6234,8.045846,7.91777,8.23591,8.093382,9.690612,7.82043,8.574532,7.92712
S624,8.262238,7.978432,8.417424,8.126778,9.775722,8.122396,8.792162,8.0919
S6240,8.348822,8.022334,8.605182,8.324118,10.139534,8.263182,8.831228,8.16851
S6244,8.295212,7.840376,8.337652,8.189044,9.928132,8.044288,8.667642,8.019748
S6250,8.17913,7.964018,8.770586,8.380064,10.212838,8.051654,8.468064,8.135332
S6255,8.462422,7.924982,8.66068,8.39836,10.021888,8.283978,8.692416,8.209978
S6256,8.368724,7.971574,8.46803,8.362164,9.962162,8.17891,8.79564,8.189142
S626,7.857672,7.759086,8.321126,8.080126,9.791334,7.783888,8.509974,7.928484
S6260,8.199722,7.867042,8.13528,8.022224,9.892792,8.107112,8.8037,8.078208
S6263,7.992844,8.001074,8.437092,8.345666,9.818766,7.995962,8.660474,8.06493
S6284,7.817742,7.763576,8.089688,7.865004,9.54486,7.711898,8.402712,7.824132
S6302,7.927084,7.663328,8.052114,7.970354,9.754832,7.720412,8.430764,7.80904
S6310,8.201154,8.03074,8.356284,8.503478,9.96132,8.17422,8.810292,8.093502
S6321,8.121688,7.86812,8.538454,8.190954,9.996402,7.862676,8.37537,7.949526
S6324,8.205672,7.969348,8.332052,8.212868,10.043626,8.163258,8.87202,8.075828
S6330,8.394262,8.4694,8.853272,8.691504,10.155494,8.73148,9.467994,8.470872
S6331,8.31491,8.117832,8.590464,8.378136,10.222526,8.304408,8.746516,8.234488
S6333,7.972216,7.93149,8.356952,8.247166,9.894094,8.000016,8.497058,8.15774
S6336,8.251084,7.960092,8.282958,8.23007,9.681668,8.16404,8.875188,8.119712
S6337,8.363928,8.1409,8.678866,8.477906,10.373514,8.331832,8.93135,8.29251
S6351,7.900978,7.735306,8.167642,7.974018,9.631688,7.890378,8.601936,7.966968
S6355,8.175314,7.84493,8.255426,8.168726,10.216072,8.119756,8.738034,8.033994
S6356,8.307542,8.1262,8.608532,8.334824,10.03365,8.164724,8.678404,8.145948
S6358,8.241668,7.868406,8.371792,8.172208,9.890058,8.119558,8.579378,8.021768
S6360,8.302124,7.867828,8.47306,8.32463,10.037924,8.077742,8.646816,8.125304
S6364,8.021802,8.125974,8.60964,8.589432,10.091324,8.036934,8.592974,8.2068
S6367,7.905962,7.889734,8.486054,8.293524,9.903256,7.838872,8.462864,7.909726
S6370,8.058974,7.666308,8.342786,8.066572,9.926564,7.887204,8.626564,7.944372
S6388,8.269432,8.18368,8.78571,8.504004,10.092172,8.261802,8.840142,8.17368
S6391,8.310092,8.101128,8.334462,8.195326,9.919226,8.16173,8.7737,8.118346
S6395,8.08658,7.981538,8.238812,8.081214,9.943834,8.082654,8.940656,8.10943
S6399,8.006374,7.892854,8.238276,8.108334,9.75241,8.1687,8.840092,8.082924
S64,7.714418,7.678948,8.107256,7.95829,9.563764,7.686084,8.425138,7.865748
S6410,8.465816,7.944158,8.620504,8.359616,10.134896,8.201716,8.668462,8.252438
S6415,8.266996,8.030758,8.484932,8.314552,10.10443,8.158626,8.73885,8.164866
S6416,8.376818,8.110112,8.626004,8.401022,10.1872,8.263846,8.78947,8.280236
S6432,8.148338,8.006424,8.458474,8.30192,10.091264,8.053456,8.499438,8.126074
S6440,7.938094,7.668616,8.184612,7.955266,9.462892,7.676946,8.507738,7.844016
S6452,8.307124,7.887322,8.435156,8.27014,9.939224,8.043468,8.588834,8.0951
S6458,8.35532,8.010766,8.459372,8.4019,9.888546,8.138102,8.6801,8.20525
S6470,7.845274,7.86306,8.225258,7.93948,9.865048,7.739118,8.534924,7.892918
S6471,8.045362,7.671138,8.109394,7.817248,9.717724,7.749566,8.507404,7.787294
S6474,8.327942,7.931502,8.345756,8.154938,9.911216,8.144742,8.832662,8.110758
S6480,8.25545,7.851378,8.48594,8.271374,10.187416,8.044704,8.727746,8.097316
S6492,8.246604,8.058288,8.352664,8.25574,9.858692,8.260022,8.93733,8.122124
S6495,8.154998,7.701016,8.253018,8.049548,10.082502,7.805184,8.302588,7.949316
S6498,8.303208,8.063494,8.573168,8.449224,10.319904,8.344544,8.837202,8.25757
S65,8.047882,8.02862,8.301622,8.199586,9.671024,7.910132,8.678434,7.966782
S6512,8.588556,8.17825,8.765498,8.638226,10.173492,8.457728,8.992122,8.410486
S6516,8.375556,8.080648,8.53615,8.32239,10.044684,8.260078,8.860212,8.143388
S6521,8.03072,7.806184,8.58176,8.01486,10.043174,7.872006,8.371594,8.027846
S6548,8.572894,8.410028,9.014772,8.865884,10.112026,8.683016,9.122896,8.626698
S6554,7.698542,7.654338,8.177634,7.765162,9.978902,7.740906,8.627306,7.69991
S6560,8.21282,7.995514,8.430066,8.207874,9.846046,8.087688,8.778008,8.09447
S6562,8.443016,8.114296,8.52639,8.361286,10.106296,8.331754,8.89823,8.265824
S6566,8.38736,8.168032,8.764404,8.504222,10.027616,8.277334,8.959904,8.247808
S6569,8.441988,8.032738,8.72914,8.332264,10.139444,8.319536,8.771768,8.197938
S6581,8.241896,8.133424,8.476986,8.371592,10.122124,8.189448,8.80612,8.109506
S6586,8.159112,8.235152,8.695032,8.465514,10.33873,8.295254,8.90231,8.224266
S6588,8.150324,7.857962,8.369538,8.138232,9.945938,8.06106,8.718608,8.041228
S6590,8.253348,7.822802,8.400506,8.191362,9.91321,7.889814,8.376572,7.932936
S66,8.258008,7.877028,8.284508,8.100192,9.972338,7.955028,8.632774,8.002734
S6600,8.27638,8.407074,8.983242,8.846806,10.434142,8.535722,9.105692,8.449476
S6601,8.146576,7.890564,8.5572,8.189404,9.94141,7.999572,8.281256,8.18585
S6609,8.280622,8.349318,8.827896,8.602822,10.16575,8.3406,8.986608,8.231344
S6614,8.18097,7.735886,8.157826,8.102522,9.868428,7.828182,8.555882,7.932746
S6615,8.10367,7.906712,8.2467,8.237048,9.968278,8.141288,8.690998,8.14824
S6616,8.51968,8.360942,8.774666,8.724016,10.237058,8.508778,9.14189,8.355922
S662,8.173726,7.754684,8.229322,8.036262,9.806806,8.012166,8.728618,7.983868
S6634,7.906714,7.799422,8.141908,7.983718,9.83245,7.829494,8.612904,7.927428
S6636,8.27576,7.846324,8.45096,8.195934,9.9818,8.068888,8.543376,8.036704
S6643,8.240948,8.15785,8.658448,8.316192,9.98824,8.25927,8.872498,8.277964
S6662,8.111196,7.808504,8.228008,8.063072,9.621908,7.80285,8.682992,8.01822
S6665,7.853864,7.770554,8.033656,7.943116,9.621772,7.841604,8.771602,7.898648
S6666,8.385364,8.155196,8.62485,8.451288,10.133044,8.415008,9.021696,8.252562
S6670,7.987664,7.98491,8.262778,8.16966,9.754796,8.078798,9.004458,8.00066
S6675,8.262262,8.159222,8.515806,8.415474,9.853822,8.354808,8.978614,8.251178
S6682,8.227314,7.753722,8.239668,8.085852,9.87975,8.07276,8.760288,8.054116
S6687,7.981658,7.917832,8.306742,8.129602,9.770486,7.9204,8.650414,7.94205
S6694,7.836354,7.755888,8.0999,7.90072,9.605222,7.750216,8.616418,7.862412
S6695,8.435706,8.113126,8.744848,8.438844,10.009614,8.430506,8.970494,8.346274
S6696,8.200274,7.863154,8.295016,8.06262,9.886182,7.99744,8.799462,8.003004
S6700,8.209996,7.854882,8.238366,8.205044,9.887992,7.962926,8.537438,8.046956
S6709,8.226456,7.864378,8.160884,8.16835,9.795508,8.010942,8.583148,8.02392
S671,8.222076,7.706966,8.300156,8.197476,9.78097,7.870646,8.461804,7.9773
S6714,8.255488,8.221406,8.452046,8.44214,9.983222,8.408764,9.238106,8.35544
S6716,8.292962,7.964388,8.682846,8.443998,10.019718,8.189682,8.71379,8.09178
S6717,7.756446,7.587646,8.28586,8.058676,9.759486,7.587672,8.16638,7.864824
S6723,8.347622,7.844054,8.264738,8.119556,9.758442,7.984556,8.650024,7.999396
