ID,T_cells_(CD4+),B_cells,T_cells_(CD8+),Endothelial_cells,Fibroblasts,Macrophage
S560,6.482156,5.03074,5.691492,6.159512,5.622496,6.107342
S5602,6.247432,5.174188,5.342836,6.082828,5.636592,6.028996
S5603,6.54654,4.9409,5.66886,6.200866,5.595222,6.122464
S5615,6.499752,4.961106,5.532948,6.120124,5.663442,6.055338
S5622,6.51491,5.004322,5.50011,6.140108,5.595064,6.023618
S5628,6.829412,4.945832,5.944714,6.426464,5.777564,6.235892
S5630,6.615152,4.920092,5.633996,6.238904,5.669752,6.168752
S5635,6.47453,5.007072,5.484668,6.198648,5.653806,6.128412
S564,6.366208,5.004684,5.458842,6.090868,5.59458,5.92132
S5641,6.493846,5.005136,5.435224,6.07684,5.553796,6.018918
S565,6.401844,5.115764,5.389762,6.139712,5.679896,6.114648
S5652,6.480588,4.887334,5.609894,6.129986,5.595362,6.1073
S5657,6.507428,4.964426,5.534096,6.18078,5.703626,6.074364
S5663,6.44484,5.038138,5.508202,6.067734,5.53596,6.019496
S5671,6.452478,5.045264,5.407274,6.147774,5.60222,6.06816
S5676,6.426628,4.961878,5.546892,6.169682,5.639346,6.171778
S569,6.46761,5.009378,5.716504,6.226506,5.591484,6.07875
S5690,6.581268,4.96759,5.511072,6.158118,5.63986,6.093052
S5694,6.46415,4.964122,5.48621,6.093346,5.642884,6.046564
S5697,6.448972,4.95168,5.42063,6.113434,5.602336,6.020424
S5699,6.338202,5.048624,5.42665,6.123822,5.600918,6.018374
S5703,6.39814,5.041388,5.423236,6.144812,5.575934,6.120892
S5706,6.556194,5.008154,5.393232,6.143582,5.639068,6.051016
S5722,6.439264,4.984626,5.451488,6.105494,5.569696,6.056622
S5730,6.403314,5.009152,5.625318,6.076844,5.563958,6.007978
S5733,6.511908,4.968646,5.475706,6.166418,5.652744,6.062224
S5760,6.522972,5.072852,5.353782,6.100244,5.593232,6.016964
S5762,6.499938,4.928298,5.559134,6.20803,5.65613,6.043592
S5763,6.408108,4.975488,5.428764,6.109028,5.63423,6.05672
S5766,6.429064,4.933878,5.521336,6.139152,5.617764,6.054414
S5767,6.442408,5.133028,5.479836,6.04831,5.6296,6.036134
S5768,6.281598,5.049392,5.538396,6.10426,5.554,5.922764
S5777,6.35501,4.9189,5.68199,6.16595,5.666158,6.076252
S578,6.45444,5.02352,5.3943,6.08587,5.556372,6.003364
S5788,6.426244,5.036348,5.696626,6.12846,5.587702,6.002156
S5793,6.199672,5.169262,5.313822,6.00365,5.581394,5.951242
S5799,6.290092,5.05109,5.395596,5.97822,5.516458,5.962874
S581,6.435998,5.147152,5.73544,6.030966,5.636346,6.001068
S5815,6.381164,4.963724,5.566298,6.152882,5.600734,6.07602
S582,6.282228,5.11523,5.427892,6.04708,5.578006,5.931206
S5821,6.501738,4.935278,5.547022,6.092172,5.606044,6.030044
S5822,6.238606,5.175664,5.462516,5.954234,5.540582,5.921298
S5823,6.567394,5.10752,5.447204,6.149186,5.655234,6.094806
S5827,6.607158,4.934656,5.580344,6.288386,5.75502,6.239474
S5833,6.464128,4.990778,5.495844,6.058338,5.542726,6.026072
S5844,6.493558,5.038778,5.775816,6.17757,5.607866,6.090204
S5846,6.503888,4.932958,5.687722,6.147806,5.591168,6.033266
S5852,6.632882,4.937428,5.62491,6.210974,5.635558,6.11488
S5853,6.446598,5.019712,5.58454,6.088094,5.638244,6.074176
S5863,6.511774,5.071044,5.600232,6.18666,5.664428,6.14546
S5877,6.488346,4.921816,5.451816,6.134796,5.634644,6.017156
S5881,6.467524,4.926052,5.467418,6.140228,5.633806,6.107078
S5883,6.509972,5.001344,5.379438,6.204292,5.696236,6.188138
S5884,6.479634,5.065586,5.649296,6.11563,5.615802,6.088882
S5889,6.637826,5.042802,5.584026,6.245434,5.693228,6.21504
S589,6.337658,5.049838,5.696186,6.17077,5.544318,6.01482
S5903,6.58133,4.958112,5.703188,6.264546,5.704568,6.193898
S5905,6.559524,4.975954,5.453004,6.13846,5.603332,6.12836
S5910,6.440514,5.026692,5.520974,6.129978,5.642764,6.115596
S5911,6.48979,4.916888,5.745304,6.207274,5.60913,6.07403
S5922,6.293896,5.007402,5.544352,6.086652,5.564022,6.016082
S5923,6.705882,4.927968,5.633426,6.221704,5.705582,6.176832
S5925,6.186458,5.0782,5.365998,6.001824,5.509726,5.975038
S5929,6.469074,4.99123,5.33374,6.137836,5.619114,6.0326
S5931,6.599154,4.931234,5.5772,6.263158,5.674244,6.101628
S5938,6.36122,5.013926,5.615722,6.105842,5.536434,5.986512
S5955,6.376296,5.015438,5.765502,6.150424,5.563498,6.053016
S5960,6.563156,4.941508,5.609768,6.097438,5.62337,6.031118
S5961,6.445882,4.957346,5.551844,6.090814,5.578312,6.073318
S5967,6.465814,4.93927,5.54707,6.129824,5.565424,6.086906
S5969,6.334852,5.109082,5.619092,6.060086,5.57665,6.000408
S5978,6.615156,5.006296,5.570344,6.405318,5.782754,6.208638
S5986,6.63083,5.01357,5.56766,6.258144,5.703242,6.15436
S5987,6.47565,5.064324,5.495478,6.118864,5.598616,6.018964
S5988,6.586062,4.881886,5.693724,6.197458,5.635564,6.106258
S599,6.714624,5.038862,5.729604,6.32898,5.727654,6.157418
S5990,6.382714,5.030482,5.429988,6.045566,5.547564,6.038472
S5997,6.393342,4.959672,5.494654,6.067156,5.566192,6.027794
S6001,6.418146,4.907428,5.488742,6.066022,5.539268,6.044662
S6011,6.474104,5.071618,5.582786,6.179104,5.704446,6.092034
S6014,6.470834,5.116204,5.466784,6.09016,5.664016,6.00641
S6019,6.479252,5.041014,5.424046,6.105696,5.605082,6.041018
S6021,6.423048,5.083142,5.54268,6.169158,5.646094,6.132584
S6022,6.554658,4.957702,5.627736,6.163314,5.621204,6.054182
S6028,6.55743,4.86133,5.530598,6.12864,5.595014,6.066672
S603,6.366596,5.112038,5.515972,6.062248,5.569162,5.951906
S6033,6.497384,5.08918,5.643844,6.139604,5.68508,6.028898
S6034,6.531628,4.995838,5.59115,6.23494,5.730918,6.199598
S6041,6.283002,5.048644,5.359682,5.95334,5.512134,5.973436
S6047,6.216498,5.060732,5.394236,5.952972,5.5143,6.030636
S6049,6.57278,5.034864,5.749396,6.216922,5.633732,6.11433
S6051,6.410528,4.971586,5.436198,6.039124,5.539158,5.956722
S6058,6.45135,5.025388,5.790002,6.251428,5.582288,6.09049
S6063,6.594534,5.025582,5.828956,6.22152,5.666072,6.051296
S6065,6.50384,4.899702,5.606882,6.144446,5.62857,6.045064
S6068,6.504132,4.951826,5.565402,6.193566,5.605738,6.12053
S6099,6.34699,5.095884,5.5844,6.193404,5.566522,5.97185
S6104,6.58493,5.04881,5.452678,6.235944,5.735172,6.184998
S6105,6.434936,5.019504,5.672548,6.182114,5.615718,6.07906
S6106,6.381466,5.139462,5.634856,6.164516,5.605818,6.055238
S6107,6.47503,5.009862,5.5501,6.149498,5.635024,6.03945
S6114,6.543032,5.020782,5.71127,6.218804,5.69776,6.142512
S613,6.37489,4.963388,5.478852,6.067824,5.563518,6.012464
S6131,6.709524,4.96117,5.640144,6.208098,5.663222,6.121288
S6134,6.24945,5.10012,5.38247,6.00127,5.524084,5.961034
S6140,6.527192,5.008056,5.448768,6.13632,5.643452,6.109344
S6156,6.383074,5.126416,5.494192,6.152322,5.707498,6.185094
S6164,6.543784,4.963138,5.53602,6.158434,5.636782,6.073624
S6173,6.3289,5.04783,5.437776,5.991468,5.505918,5.96412
S618,6.498104,5.04063,5.540928,6.184646,5.638172,6.188568
S6195,6.225854,5.161106,5.31266,6.048424,5.601992,6.042804
S6198,6.450592,4.941484,5.660346,6.132336,5.627958,6.111712
S620,6.397488,4.969454,5.35667,6.112866,5.615654,6.07821
S6200,6.307292,5.023524,5.748952,6.181642,5.518906,5.969952
S6203,6.575104,5.001586,5.50156,6.202226,5.67828,6.123172
S6205,6.637356,5.057994,5.715626,6.352616,5.686128,6.213574
S6210,6.354868,5.045038,5.406736,5.949754,5.507176,5.929198
S6214,6.331126,5.07092,5.515712,6.06927,5.562178,5.999146
S6216,6.279194,5.03435,5.618642,6.057724,5.542278,5.981782
S6219,6.644372,4.943734,5.759504,6.279434,5.67792,6.181816
S6225,6.566364,4.93568,5.749766,6.185816,5.568378,6.056636
S6227,6.344242,5.07143,5.69869,6.105002,5.650576,5.975006
S6234,6.410946,5.105948,5.463816,6.104316,5.623686,6.06076
S624,6.553948,4.936726,5.463392,6.195458,5.65124,6.060434
S6240,6.564744,4.937196,5.502016,6.184352,5.661742,6.140954
S6244,6.506084,4.896016,5.489096,6.056056,5.563934,6.01293
S6250,6.364154,4.99814,5.42109,6.135528,5.631336,6.119276
S6255,6.574316,4.918742,5.657644,6.225392,5.630838,6.174304
S6256,6.561898,4.950434,5.610036,6.153582,5.626836,6.10588
S626,6.318202,5.145574,5.43895,5.983064,5.564994,5.958402
S6260,6.561976,4.947878,5.745658,6.124006,5.591962,5.985682
S6263,6.378366,5.073518,5.382862,6.156546,5.6089,6.03008
S6284,6.301662,5.153932,5.376122,6.00565,5.573152,6.014162
S6302,6.379494,5.03999,5.513408,5.989642,5.540352,5.995864
S6310,6.461356,5.044854,5.538572,6.1345,5.655168,6.057592
S6321,6.412432,5.024854,5.362554,6.059922,5.618056,6.042006
S6324,6.428124,4.990936,5.56422,6.10697,5.579094,6.010486
S6330,6.749468,5.011558,5.75967,6.401042,5.805302,6.265904
S6331,6.442094,4.94093,5.619564,6.22442,5.642518,6.11391
S6333,6.45248,5.008768,5.379674,6.107508,5.658074,6.08775
S6336,6.539166,4.951402,5.675336,6.18173,5.603152,6.136884
S6337,6.443168,5.015246,5.735868,6.158298,5.655882,6.087082
S6351,6.356316,5.11009,5.510068,6.04091,5.600122,6.037406
S6355,6.424284,4.930814,5.525962,6.091768,5.55263,5.966044
S6356,6.503102,4.882536,5.489578,6.18923,5.716482,6.17964
S6358,6.480732,4.924182,5.496654,6.13922,5.601556,6.092258
S6360,6.505288,4.89319,5.53422,6.146482,5.586262,6.092016
S6364,6.423532,5.112822,5.363268,6.172122,5.670234,6.09292
S6367,6.331124,5.103632,5.277648,6.061482,5.58781,5.993916
S6370,6.401834,5.015468,5.54994,6.048514,5.568276,5.990152
S6388,6.504402,5.052616,5.431112,6.237528,5.679428,6.111796
S6391,6.543818,4.965546,5.473766,6.11633,5.61128,5.982932
S6395,6.463174,4.97571,5.614796,6.083916,5.599972,6.058374
S6399,6.384346,5.092594,5.734292,6.158322,5.54028,6.058398
S64,6.313172,5.100218,5.410978,6.00775,5.545446,5.942484
S6410,6.45435,4.942606,5.581228,6.188886,5.640218,6.120248
S6415,6.495518,4.98514,5.526322,6.200706,5.658064,6.086634
S6416,6.490182,4.939968,5.539568,6.229244,5.66602,6.100536
S6432,6.424828,4.95301,5.463442,6.134266,5.60381,6.094206
S6440,6.245524,5.160246,5.45069,6.023186,5.55865,6.01017
S6452,6.444174,4.926674,5.512444,6.13209,5.58056,6.123192
S6458,6.532386,4.96478,5.448996,6.160994,5.627564,6.05662
S6470,6.299632,5.151656,5.36049,6.033592,5.545558,5.94444
S6471,6.397528,5.041236,5.544984,5.973876,5.528312,5.934776
S6474,6.596934,4.949946,5.604064,6.166736,5.592376,6.054088
S6480,6.491152,4.99375,5.563994,6.12908,5.611708,6.030298
S6492,6.638048,4.995366,5.582868,6.18042,5.660124,6.042204
S6495,6.320474,4.97673,5.432862,6.069016,5.530618,5.945316
S6498,6.478034,4.938254,5.631888,6.227192,5.618122,6.073362
S65,6.379442,5.043832,5.52986,6.117412,5.659346,6.030938
S6512,6.689606,4.873994,5.650948,6.346164,5.751302,6.199154
S6516,6.578576,4.989776,5.615356,6.181384,5.67127,6.114182
S6521,6.211792,5.07483,5.336304,6.052608,5.534702,6.020088
S6548,6.745926,4.897936,5.601946,6.414282,5.78736,6.301544
S6554,6.129934,5.057366,5.53273,5.957718,5.511508,5.879862
S6560,6.478916,4.998122,5.494948,6.147074,5.65125,6.075628
S6562,6.660808,4.96581,5.618982,6.254946,5.707744,6.155554
S6566,6.520136,4.939998,5.478616,6.25704,5.732708,6.197884
S6569,6.534044,4.9475,5.645442,6.25161,5.67988,6.182024
S6581,6.482212,5.010148,5.500052,6.153874,5.609874,6.032608
S6586,6.41619,5.019988,5.599126,6.156452,5.670838,6.091042
S6588,6.385892,4.95061,5.64982,6.084558,5.554538,5.9523
S6590,6.49253,4.953624,5.401344,6.050192,5.620652,6.020792
S66,6.42817,4.971726,5.468958,6.061458,5.588068,6.006962
S6600,6.492748,5.002824,5.629672,6.265946,5.685268,6.18817
S6601,6.523324,5.048298,5.524996,6.173056,5.653438,5.993488
S6609,6.485868,5.068616,5.418906,6.28201,5.722432,6.200896
S6614,6.402636,5.014322,5.547536,6.06588,5.610612,6.02666
S6615,6.469458,5.040864,5.53859,6.088734,5.565438,5.929562
S6616,6.60279,5.020006,5.615846,6.214384,5.694352,6.079
S662,6.436754,4.94615,5.568298,6.089822,5.568004,6.008448
S6634,6.324958,5.078084,5.452342,6.011802,5.578406,5.980202
S6636,6.396418,4.95944,5.548176,6.130358,5.555518,6.081206
S6643,6.380954,5.056984,5.5987,6.09171,5.680014,6.107584
S6662,6.45781,5.058258,5.498226,6.05812,5.582114,5.976602
S6665,6.363724,5.088292,5.576192,6.037128,5.545374,5.98638
S6666,6.643262,5.017892,5.595182,6.264998,5.724722,6.074402
S6670,6.347594,5.121806,5.739236,6.05266,5.537746,5.94987
S6675,6.621394,5.005422,5.415036,6.241986,5.658118,6.059542
S6682,6.488234,4.91435,5.662214,6.13268,5.572252,6.028862
S6687,6.397862,5.066726,5.385966,6.102346,5.63674,5.988568
S6694,6.376386,5.075136,5.448972,6.020518,5.591574,5.97522
S6695,6.673828,4.89156,5.601314,6.245666,5.718966,6.21119
S6696,6.49417,4.980656,5.533666,6.04422,5.554334,6.029792
S6700,6.483932,4.988728,5.456654,6.130026,5.57855,6.030172
S6709,6.569926,4.975412,5.623372,6.148086,5.608428,6.053942
S671,6.425162,4.933246,5.466524,6.026364,5.576558,5.98332
S6714,6.58107,5.029892,5.799636,6.194386,5.630538,6.08008
S6716,6.463716,4.869484,5.433156,6.138788,5.607226,6.109074
S6717,6.209194,5.15395,5.286522,6.03116,5.565192,6.018288
S6723,6.558174,4.921098,5.554906,6.158644,5.663406,6.06628
S6724,6.535854,4.999682,5.510076,6.182592,5.650054,6.136222
S6725,6.362228,5.01874,5.635334,6.09791,5.597058,5.984694
S6731,6.381424,5.070642,5.602908,6.129466,5.590056,5.98826
S6735,6.620646,4.957072,5.611158,6.258694,5.71416,6.194082
S6736,6.277264,5.059812,5.623568,6.041888,5.522948,5.972742
S6737,6.56492,5.002932,5.505844,6.161166,5.637964,6.1014
S6741,6.676544,4.947214,5.665316,6.377188,5.730888,6.18834
S6742,6.617952,4.93065,5.405466,6.071218,5.631248,6.123232
S6746,6.481076,5.009446,5.689602,6.189556,5.567416,6.02916
S6750,6.58632,4.847614,5.561536,6.160986,5.651854,6.099702
S6757,6.4434,5.057356,5.464342,6.083008,5.57921,6.00847
S6762,6.37474,5.02119,5.48175,6.08982,5.548294,6.024376
S6766,6.531874,4.892944,5.602268,6.127834,5.568402,6.099064
S6770,6.375922,5.038838,5.470924,6.108888,5.577874,5.992482
S6776,6.541898,4.884016,5.632382,6.172478,5.613204,6.09236
S6777,6.416062,4.98213,5.445704,6.07241,5.607244,5.993336
S6778,6.592956,4.967824,5.490172,6.271264,5.680824,6.13922
S6784,6.817026,4.939744,5.76267,6.317058,5.784296,6.197616
S6785,6.718226,4.995312,5.552732,6.257706,5.787176,6.22287
S6789,6.251436,5.092314,5.335484,5.904166,5.507238,5.864926
S6790,6.528136,4.929154,5.451826,6.185002,5.653578,6.095816
S6792,6.71684,4.87721,5.542176,6.381832,5.74371,6.187986
S6793,6.48562,5.046264,5.622886,6.280602,5.702796,6.177224
S68,6.52795,4.991984,5.678956,6.23282,5.635894,6.081348
S6803,6.462086,4.938262,5.8463,6.210416,5.558702,6.201582
S6805,6.461656,4.967422,5.55976,6.152732,5.620886,6.064484
S6813,6.466262,5.179466,5.729258,6.280066,5.663922,6.147986
S6819,6.270202,5.066092,5.27513,5.983422,5.528504,5.967764
S6821,6.400124,5.00098,5.78167,6.124396,5.59534,6.00001
S6822,6.598682,4.979312,5.772408,6.191242,5.61698,6.051852
S6825,6.608666,4.938386,5.657608,6.255848,5.696076,6.173222
S6828,6.46778,5.01052,5.65339,6.17261,5.52225,6.040218
S6831,6.532476,4.932106,5.49987,6.234362,5.651426,6.079574
S6832,6.54472,4.877992,5.718422,6.28424,5.646352,6.114154
S6836,6.53591,4.937268,5.786496,6.103186,5.633996,6.057462
S684,6.511848,5.064204,5.549938,6.20014,5.70076,6.147244
S6841,6.421922,5.038018,5.483784,6.11175,5.594144,6.019306
S6843,6.384388,4.976606,5.374154,6.079626,5.627636,6.006612
S6844,6.482662,4.910406,5.496974,6.185002,5.672616,6.104854
S6845,6.17763,5.093952,5.41118,5.981556,5.527934,5.907884
S6861,6.52417,4.949494,5.577222,6.186082,5.670914,6.109088
S6871,6.454258,5.078884,5.633568,6.114568,5.619128,6.031922
S6886,6.42653,5.040032,5.41891,6.064134,5.570134,6.014238
S6889,6.289486,5.135906,5.396006,6.06332,5.558126,6.024006
S6893,6.653032,4.914184,5.563416,6.181804,5.67872,6.143862
S6907,6.270878,5.107708,5.452104,6.01725,5.518272,5.951068
S6909,6.197518,5.07783,5.298358,5.992436,5.5135,5.987008
S6916,6.505546,4.966802,5.829162,6.200508,5.643776,6.081966
S692,6.500378,4.935706,5.547254,6.122718,5.60601,6.086628
S6922,6.562418,5.024452,5.784112,6.189206,5.571074,6.05526
S6926,6.450552,5.055058,5.807828,6.213192,5.611032,6.08948
S6929,6.455408,4.98776,5.52692,6.145038,5.613342,6.089782
S6938,6.33624,5.076784,5.49659,6.08027,5.592336,5.95275
S6941,6.32949,5.080876,5.412452,5.993374,5.514614,5.973112
S6943,6.382364,5.001018,5.437336,6.066784,5.603966,6.049058
S6950,6.408974,5.070908,5.524812,6.073182,5.571024,5.954486
S6952,6.503944,4.903648,5.690752,6.17593,5.63025,6.059928
S6960,6.582504,5.054342,5.68498,6.200484,5.624084,6.034258
S6969,6.344588,4.983204,5.542948,6.044896,5.557796,5.962494
S6973,6.587736,4.967812,5.563194,6.160482,5.617998,6.088866
S6979,6.504224,4.920648,5.731414,6.138364,5.623416,6.118652
S6983,6.389614,5.045662,5.56591,6.04868,5.554838,5.9643
S6991,6.443106,4.940172,5.57614,6.207568,5.62911,6.150368
S700,6.464734,4.975514,5.727912,6.18249,5.55529,6.038158
S7001,6.438688,5.0136,5.332946,6.22182,5.666298,6.125232
S7009,6.127016,5.184864,5.254282,5.870958,5.429222,5.726414
S7018,6.446076,5.072212,5.385138,6.091174,5.617756,5.999046
S7027,6.358666,4.958918,5.50113,6.064498,5.545936,6.023114
S7031,6.341842,5.05247,5.4251,6.029282,5.540972,5.99346
S7048,6.518632,4.935452,5.789178,6.141796,5.61116,6.057576
S7050,6.513334,5.069758,5.369768,6.206804,5.681574,6.1061
S7059,6.576896,4.90587,5.574226,6.14727,5.610988,6.095384
S7061,6.72707,4.864834,5.558676,6.222864,5.654514,6.050596
S7066,6.560106,4.96552,5.550214,6.149012,5.607448,6.123988
S7067,6.53345,5.011818,5.488114,6.19665,5.654806,6.148622
S7071,6.5409,4.932154,5.672224,6.224704,5.587086,6.064266
S7089,6.49732,4.937856,5.716106,6.177788,5.627968,6.101654
S7092,6.506054,5.140364,5.641078,6.279802,5.711808,6.074176
S7093,6.475328,4.908348,5.51955,6.109936,5.600184,6.093228
S7098,6.406154,5.001162,5.553178,6.202118,5.625168,6.093492
S7104,6.269146,5.077298,5.38221,6.084802,5.544834,5.981854
S7115,6.497008,4.923636,5.627122,6.18657,5.639308,6.081674
S7120,6.523254,5.07429,5.50749,6.1793,5.723534,6.160978
S7123,6.479792,4.98536,5.595406,6.129842,5.599962,6.056462
S7126,6.630388,4.958774,5.733228,6.183822,5.607188,6.061672
S7128,6.526806,4.898718,5.632274,6.14126,5.591414,6.11122
S7132,6.398682,5.036264,5.608708,6.111024,5.629284,6.029586
S7136,6.354146,4.904912,5.443044,6.062946,5.572446,5.972798
S7153,6.39302,5.000396,5.454954,6.12137,5.595544,6.030486
S7155,6.35158,4.924552,5.308178,6.099682,5.539968,6.056118
S7158,6.44733,5.023782,5.48718,6.03975,5.596626,5.969548
S7167,6.36677,5.054264,5.488608,6.036666,5.600624,5.957206
S7171,6.334164,5.05909,5.422564,6.06349,5.584382,5.999038
S7174,6.541866,4.979796,5.599734,6.184518,5.681478,6.059214
S7175,6.45299,4.992844,5.355024,6.12773,5.608768,5.992448
S7178,6.548432,4.907768,5.487266,6.14623,5.615924,6.043666
S7179,6.417798,5.049294,5.582476,6.088428,5.596194,5.950456
S7181,6.394842,4.966966,5.492288,6.040316,5.54533,6.010138
S7189,6.611718,4.9469,5.51828,6.27909,5.732706,6.221374
S7197,6.54929,4.896832,5.628408,6.171468,5.633554,6.049676
S7198,6.487166,5.046628,5.614154,6.18573,5.58832,6.059062
S7201,6.45248,4.969106,5.630854,6.157492,5.587706,6.10482
S7204,6.449968,4.940084,5.527668,6.079526,5.578534,6.001586
S7206,6.49757,5.026098,5.69759,6.122032,5.574812,6.087064
S7207,6.504382,5.02893,5.718448,6.199322,5.646322,6.061042
S7212,6.608846,4.974886,5.496948,6.162516,5.618718,6.11452
S7219,6.466194,4.973222,5.58338,6.09905,5.59216,6.102614
S7221,6.378804,4.938512,5.733964,6.145872,5.543034,6.015036
S7226,6.58562,5.070224,5.40579,6.177758,5.681776,6.04764
S7231,6.47249,5.033888,5.49914,6.043264,5.562714,6.022212
S7247,6.473884,4.985466,5.559998,6.126954,5.585368,6.070996
S7249,6.43257,5.023186,5.69834,6.120416,5.648536,5.958722
S7251,6.526986,5.00163,5.611408,6.07183,5.59065,6.013722
S726,6.50629,5.023582,5.421004,6.235516,5.66092,6.0938
S7260,6.39654,5.094394,5.444436,6.084476,5.584932,6.026542
S7261,6.407026,5.028276,5.377744,6.045518,5.537222,5.959822
S7270,6.280982,5.018136,5.515344,6.043174,5.55133,6.013662
S7277,6.547264,5.001696,5.478702,6.184956,5.652832,6.105152
S7280,6.627296,5.02764,5.51491,6.206118,5.69802,6.156758
S7284,6.530402,5.065996,5.5608,6.225786,5.684606,6.127852
S7288,6.387872,5.038702,5.689892,6.187806,5.588774,6.04126
S7300,6.520998,5.027364,5.529514,6.22979,5.681878,6.15763
S7309,6.582056,4.890798,5.502192,6.168554,5.679836,6.136776
S7312,6.23331,5.170726,5.339974,6.040874,5.550266,6.044126
S7315,6.391586,4.914548,5.53082,6.029214,5.53674,5.937948
S7326,6.512766,4.891876,5.578352,6.202032,5.633126,6.136576
S7327,6.518244,5.011736,5.437622,6.19286,5.66918,6.13167
S7344,6.592956,5.025464,5.547064,6.279412,5.73793,6.199088
S7360,6.580162,4.938494,5.604016,6.259312,5.73103,6.124656
S7376,6.480376,5.074506,5.386448,6.154336,5.600182,6.07384
S7378,6.492748,5.012196,5.398236,6.258384,5.729028,6.225704
S7379,6.419974,5.132898,5.39093,6.137302,5.675912,6.087774
S7383,6.614476,4.971536,5.584994,6.185548,5.67118,6.117368
S7389,6.616778,4.909446,5.44613,6.137822,5.615192,6.03435
S7390,6.4254,4.985402,5.477506,6.108466,5.616364,6.076932
S7395,6.335446,5.072576,5.37218,6.062824,5.617162,6.031932
S7396,6.292896,5.004974,5.496316,6.03493,5.510556,5.93166
S7408,6.54505,5.026472,5.72956,6.220832,5.665906,6.128452
S7433,6.449172,4.997082,5.385256,6.0946,5.601398,6.017674
S7439,6.750858,4.962434,5.463964,6.228358,5.71165,6.058852
S744,6.686658,4.990592,5.704446,6.280944,5.666118,6.106636
S7468,6.325996,5.054266,5.508046,6.06912,5.553648,5.986438
S7469,6.320582,5.088586,5.450462,6.081246,5.590322,6.116658
S747,6.354786,4.970922,5.388122,6.021884,5.600274,5.98508
S7470,6.240974,5.046702,5.371426,6.079682,5.611072,6.042264
S7474,6.532966,5.004448,5.612314,6.112468,5.62582,6.078534
S7475,6.466618,4.999976,5.6667,6.163232,5.647294,6.092978
S75,6.190962,5.103994,5.459002,5.9957,5.531682,5.95976
S7502,6.583522,4.959656,5.590224,6.208746,5.685816,6.06462
S7505,6.470542,5.050948,5.784698,6.206158,5.650502,6.042728
S7509,6.370692,5.07518,5.419614,6.052796,5.535892,5.982816
S7513,6.42589,5.020218,5.559784,6.117364,5.644598,6.048838
S7514,6.633466,5.047976,5.574928,6.18375,5.64118,6.08484
S7520,6.466702,5.077318,5.478732,6.081308,5.61026,5.979148
S7524,6.544296,4.871778,5.673866,6.181046,5.644254,6.081162
S7531,6.202526,5.088948,5.395306,6.002102,5.525184,5.975928
S7543,6.503686,4.996226,5.627052,6.08425,5.574374,6.093274
S7544,6.383932,5.017458,5.403772,6.042132,5.55885,6.029676
S7548,6.561212,5.041186,5.686456,6.2181,5.681758,6.041704
S7557,6.527828,4.96967,5.501628,6.097582,5.61419,6.022772
S7559,6.425822,5.10294,5.575048,6.018864,5.550088,5.942092
S7560,6.49206,5.080674,5.475598,6.037938,5.549032,5.924384
S7562,6.557192,4.914648,5.612876,6.217022,5.68994,6.096608
S7573,6.418362,4.929982,5.428218,6.137348,5.602602,6.098594
S7576,6.477724,5.046536,5.605764,6.118028,5.598356,6.052562
S7581,6.526202,4.901008,5.553088,6.078296,5.590534,6.0312
S7584,6.45265,5.011648,5.388758,6.144558,5.67598,6.139038
S7585,6.537952,4.989382,5.654538,6.24567,5.667324,6.032014
S7595,6.241136,5.141496,5.482876,6.072816,5.554572,6.059588
S7600,6.422044,5.020004,5.518562,6.138798,5.610296,6.035
S7602,6.564138,5.074152,5.819774,6.32029,5.709862,6.162626
S7605,6.486992,4.977806,5.45266,6.155642,5.624034,6.010308
S7606,6.440162,4.928292,5.64906,6.134666,5.64201,5.966142
S761,6.260474,4.996014,5.364574,5.945558,5.474602,5.781554
S7622,6.413356,4.996986,5.539184,6.10046,5.591668,6.046164
S7627,6.457588,4.990862,5.774662,6.195934,5.62133,6.032602
S7630,6.43928,4.928428,5.513426,6.186806,5.652852,6.1465
S7635,6.530626,5.033464,5.449558,6.191504,5.636886,6.115926
S7639,6.727598,4.912924,5.618976,6.244304,5.63229,6.087254
S7644,6.797214,4.95472,5.629904,6.34046,5.705084,6.175626
S7652,6.45457,4.982934,5.447858,6.154738,5.6561,6.140668
S7653,6.317922,4.954014,5.57543,6.064916,5.547378,6.026574
S7655,6.332694,5.13504,5.598608,6.056292,5.543042,5.999482
S7659,6.43819,5.155484,5.363328,6.104688,5.573342,6.0248
S7660,6.379678,5.03961,5.354278,6.0207,5.54694,5.978228
S7668,6.594182,4.897946,5.537684,6.237398,5.67345,6.134176
S7670,6.6422,5.044898,5.596088,6.294936,5.712968,6.15939
S7671,6.497266,5.00912,5.677198,6.238504,5.659984,6.080698
S7673,6.51314,4.917614,5.496738,6.235878,5.664286,6.157574
S7674,6.61812,4.977316,5.702596,6.354608,5.788126,6.197654
S7678,6.341692,5.07847,5.49085,6.014326,5.560222,5.950686
S7691,6.537302,4.87855,5.604556,6.141258,5.624342,6.054708
S7693,6.369368,5.052316,5.611392,6.093704,5.55464,6.038702
S7694,6.574608,5.026718,5.797016,6.194282,5.612146,6.098852
S7699,6.354432,5.119744,5.534264,6.024894,5.587804,5.99465
S7703,6.50924,5.02892,5.570574,6.225824,5.704574,6.142562
S7711,6.446768,5.07089,5.46792,6.125226,5.623264,6.065814
S7712,6.28141,5.112214,5.574814,6.071326,5.58737,6.015276
S7714,6.426036,4.888916,5.47072,6.187498,5.59068,6.145018
S7717,6.33599,4.906312,5.72995,6.1624,5.571098,6.073998
