Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
S1019	0	0	0.0222	0	0.3577	0.1519	0.067	0.4698	0.1282	0.0393	0.0976	0.031	0.1112	0.1529	0	0	0.0477	0	0.0194	0.6462	0.1136	0.0708	0	0	0.0192	0	0.0323	0	0.1804	0.1327	0.0231	0.0236	0.0319	0.0155	0.2901	0.0407	0	0.0372	0.0187	0.0174	0.1182	0.2847	0	0.1354	0.0959	0.0534	0	0.1248	0.1001	0.0037	0.0184	0.3547	0.039	0.1757	0.0348	0.1406	0	0	0	0.0912	0.1226	0	0	0	0.9175	0.0097	0.9272
S10190	0	0	0.1844	0	0.4056	0.1299	0.0363	0.6387	0.1416	0.1121	0.1881	0	0.1624	0.2642	0	0	0.0032	0.0061	0.026	0.1291	0.0473	0.1215	0	0.0581	0.0771	0.022	0.0158	0	0.0887	0	0.0953	0.0282	0.0245	0	0.3019	0.0426	0.0806	0.0058	0.119	0.0264	0.0102	0.1604	0.0081	0.1375	0.174	0.0051	0.0819	0.142	0.1639	0.003	0	0.5303	0.0767	0.1335	0.1351	0.1559	0	0.0426	0	0.1003	0.0232	0.1147	0.0707	0.0368	0.7995	0.013	0.8125
S10195	0.0012	0	0.0738	0	0.2196	0.098	0	0.3812	0.0653	0	0.0341	0	0.1139	0.1213	0	0	0.057	0.0241	0.0742	0.2717	0.1652	0.1806	0	0	0.0789	0.0124	0.0534	0	0.0711	0.165	0.0212	0.0054	0.0382	0.003	0.3898	0.0348	0.025	0.0557	0.1374	0.025	0.0306	0.517	0.0162	0.1807	0.1153	0.0728	0.0205	0.1594	0.0655	0.0065	0.0354	0.291	0	0.1955	0.071	0.067	0	0.0463	0.0258	0.1284	0.1314	0.0323	0	0	0.6414	0.0377	0.6791
S10196	0	0	0	0	0.3277	0.1015	0.0584	0.4974	0.1185	0.0337	0.1132	0	0.1517	0.1807	0	0	0	0.0624	0	0.6526	0.0831	0.0646	0	0.0719	0.0801	0	0.0108	0	0.125	0.0565	0.0336	0	0.024	0	0.5253	0.0307	0	0.0188	0.0383	0.0164	0.0146	0.3347	0	0.1488	0.1276	0.0513	0	0.1685	0.0889	0.0039	0.0017	0.4567	0.0578	0.1639	0.0819	0.0636	0	0.0049	0.0269	0.0649	0.0659	0	0	0	0.8745	0	0.8745
S10200	0	0	0.0154	0	0.216	0.0954	0.0947	0.3937	0.0474	0.0218	0.0636	0.0713	0.1421	0.1689	0	0	0.038	0.0178	0.062	0.2856	0.147	0.1026	0	0	0.0502	0.0143	0.0466	0	0.033	0.1168	0.0418	0.0217	0.0188	0.001	0.319	0.0457	0	0.0385	0.1614	0.0169	0.1719	0.3967	0.0039	0.1416	0.1881	0.0403	0	0.1493	0.1001	0.0054	0.0265	0.4052	0.0159	0.1681	0.0707	0.0147	0.0012	0.0296	0.0161	0.1064	0.1288	0	0.0246	0	0.7162	0.031	0.7472
S10201	0	0	0.027	0.0479	0.045	0.047	0	0.0364	0.0317	0	0	0	0.1055	0.0213	0	0	0.0673	0.0104	0.0422	0.5202	0.1655	0.0111	0	0	0.0155	0.0054	0.0557	0	0.2879	0.3265	0.0078	0.0159	0.0594	0.0073	0.4103	0.052	0	0.0992	0.1527	0.0188	0.0493	0.6018	0.0181	0.1914	0.0479	0.0714	0	0.1284	0	0.0034	0.05	0.1232	0	0.1723	0	0.0605	0.0027	0	0.026	0.1366	0.1703	0	0	0.0268	0.6741	0.0211	0.6952
S10202	0.0145	0	0.0685	0	0.2457	0.101	0.1202	0.3198	0.0908	0.0588	0.049	0.1496	0.1239	0.1557	0	0	0.0707	0.0168	0.0303	0.4548	0.135	0.0266	0	0	0	0.0188	0.0436	0	0.0952	0.2442	0.0472	0.0172	0.0902	0.0126	0.1558	0.0499	0.0072	0.0555	0.1216	0	0.1866	0.421	0.005	0.1459	0.2193	0.0657	0.0223	0.0559	0.0627	0.0041	0.0295	0.3329	0.0347	0.236	0.0049	0.0311	0.0044	0.0409	0	0.0739	0.1895	0.0216	0	0	0.9057	0.0224	0.9281
S10205	0	0	0.1288	0	0.3347	0.1409	0.0465	0.5261	0.1092	0.0028	0.1211	0.0078	0.1329	0.1695	0	0	0.0639	0	0	0.3995	0.1038	0.1865	0	0	0.0576	0	0.0075	0	0.048	0.0027	0.0037	0.0032	0	0.0126	0.3778	0.0452	0.0232	0.0159	0.0824	0.0164	0.1268	0.2821	0.004	0.1526	0.2126	0.0562	0	0.1355	0.1447	0.0056	0	0.4672	0.0395	0.1501	0.1418	0.0776	0	0.0077	0	0.0463	0.0617	0.0963	0	0	0.8293	0	0.8293
S10211	0.0246	0	0.0016	0	0.2608	0.0716	0	0.5089	0	0.0315	0.1904	0	0.1204	0.1764	0	0.031	0.0289	0.0571	0.0901	0.5461	0.1685	0.1246	0	0.0087	0.1122	0	0.0724	0	0.112	0.1871	0	0.0018	0.0431	0.0053	0.3493	0.0508	0	0.0503	0.0497	0.0419	0.0367	0.4506	0.0209	0.1348	0.1482	0.0409	0.021	0.142	0.1291	0.0091	0.0428	0.3038	0	0.2181	0.1773	0.1729	0	0	0.086	0.1683	0.1363	0	0	0	0.7491	0.0574	0.8064
S10221	0	0	0.0308	0	0.2894	0.077	0.0235	0.4815	0.0995	0.0886	0.1099	0	0.1969	0.215	0	0	0	0.0223	0	0.5153	0.1193	0.1316	0	0.0707	0.0465	0	0.0091	0	0.1667	0.1169	0.0097	0	0.0027	0.0027	0.3692	0.0235	0	0	0.0663	0.0096	0.0214	0.344	0	0.1412	0.3086	0.0444	0.0208	0.1422	0.131	0.004	0.009	0.4305	0.0283	0.23	0.1082	0.028	0	0	0.0061	0.0454	0.0767	0.0084	0	0	0.7918	0	0.7918
S10222	0.005	0	0.0746	0	0.2151	0.1076	0.029	0.3354	0.0826	0.0258	0.0249	0	0.2003	0.1095	0	0	0.108	0	0.0499	0.432	0.1876	0.0928	0	0	0.063	0	0.0577	0	0.171	0.2293	0	9e-04	0.0423	0.0016	0.364	0.0549	0.031	0.0551	0.1003	0.0152	0	0.5499	0.0158	0.1617	0.1184	0.0697	0	0.1562	0.0936	0.0065	0.0405	0.2744	0	0.2576	0.0277	0.0631	0	0.005	0.0081	0.111	0.146	0.0016	0	0.0221	0.6741	0.0274	0.7015
S10226	0	0	0.1426	0	0.2866	0.0911	0.0029	0.4629	0.1553	0.0647	0.1121	0	0.1253	0.1703	0	0	0.0928	0	0.0451	0.3067	0.0791	0.1471	0	0.0214	0.0727	0	0.0201	0	0.0525	0.0463	0.0163	0.0064	0.0427	0.0268	0.3383	0.0469	0.0437	0.048	0.1244	0.0325	0.0106	0.3704	0.0029	0.1651	0.1284	0.0363	0	0.142	0.1373	0.0041	0.0177	0.4171	0.0338	0.1372	0.1131	0.0293	0	0.0479	0	0.1096	0.0694	0.0843	0	0	0.7625	0.0226	0.7851
S10227	0	0	0	0	0.2942	0.1144	0.0899	0.4024	0.1035	0.0216	0.045	0	0.1671	0.1458	0	0	0	0.0312	0.0346	0.7637	0.149	0.1267	0	0	0.0304	0	0.0395	0	0.0871	0.2121	0.0499	0.0075	0.0475	0	0.396	0.046	0	0.0239	0.0222	0.0055	0	0.4028	0	0.1594	0.1448	0.0598	0	0.1341	0.0576	0.0053	0.0298	0.3474	0.0087	0.2083	0.0613	0.0779	0	0	0.0329	0.1242	0.1493	0	0	0	0.8948	0.0173	0.9121
S10228	0	0	2e-04	0	0.292	0.0978	0.0081	0.4322	0.1379	0.0578	0.1077	0.0282	0.1026	0.1609	0	0	0.0158	0.0281	0.0445	0.4472	0.1481	0.1044	0	0	0.061	0	0.0193	0	0.0357	0.1379	0.031	0.008	0.0349	0.0103	0.4808	0.0503	0	0.0263	0.076	0	0.0455	0.4527	2e-04	0.1386	0.1454	0.0602	0	0.1788	0.0692	0.0044	0.0011	0.3624	0.0311	0.2319	0.062	0.1045	0	0.0229	0.0219	0.0926	0.119	0	0	0	0.7511	0.0222	0.7734
S10232	0.0289	0	0.1482	0	0.3864	0.1492	0.1153	0.5934	0.1332	0.0964	0.1883	0.1103	0.1531	0.2143	0	0	0.0485	0.0242	0.0946	0.3109	0.131	0.1416	0	0	0.1816	0.0188	0.0825	0	0.0039	0.3028	0.0291	0.0073	0.0483	0	0.2134	0.0412	0.0774	0.0814	0.0303	0.019	0.1169	0.1807	0.0175	0.1309	0.1054	0.0719	0.0669	0.0922	0.0972	0.0094	0.0415	0.3407	0.0156	0.2619	0.1327	0	0	0.0427	0	0.1524	0.1863	0.0676	0.0025	0.1011	0.8489	0.0618	0.9106
S10248	0	0	0.0777	0	0.3985	0.1208	0.0226	0.6434	0.0902	0.0816	0.1871	0	0.1517	0.2061	0	0	0.0529	0	0.0096	0.3999	0.1224	0.1747	0	0.0511	0.1342	0.0075	0.0325	0	0.0144	0.0532	0.0533	8e-04	0	0	0.2201	0.0538	6e-04	0.0296	0.0321	0.0463	0.0195	0.2279	0.0155	0.159	0.1079	0.0412	0.0368	0.0764	0.1756	0.0069	0.014	0.46	0.0477	0.0556	0.2074	0.2008	0	0	0	0.0867	0.0172	0.0522	0	0.0034	0.8144	0.0048	0.8192
S10249	0	0	0	0	0.2066	0.0733	0.0092	0.3184	0.0898	0	0.0088	0	0.1256	0.1099	0.0028	0	0	0	0	0.6016	0.1466	0.0115	0	0.1086	0.0022	0.0135	0.0353	0	0.1805	0.0985	0.0896	0.0092	0.1086	0.0194	0.3491	0.0575	0	0.0471	0.1739	0	0	0.4961	0	0.1686	0.2493	0.0786	0	0.0881	0.0652	0.0062	0.0202	0.3415	0.0181	0.2319	0.0918	0.065	0	0	0	0.0467	0.1343	0	0	0	0.8398	0	0.8398
S1025	0	0	0.0978	0	0.3128	0.1059	0.0801	0.4765	0.0973	0.0614	0.1289	0.0662	0.1098	0.2289	0	0	0.0671	0.0516	0.0122	0.5067	0.0944	0.0998	0	0.0088	0.0216	0	0.0132	0	0.0829	0.0164	0.0175	0.0093	0	0.0081	0.2812	0.0487	0.0145	0.0176	0.048	0.0149	0.1087	0.3537	0	0.1152	0.167	0.0275	0	0.1303	0.156	0.0041	0	0.4777	0.0602	0.1812	0.0679	0.0702	0	0.0504	0.0368	0.0846	0.0582	0.0477	0	0	0.8852	0.0061	0.8913
S10266	0	0	0.0371	0	0.2653	0.1083	0.0457	0.2949	0.1601	0.0453	0.081	0.0278	0.0616	0.0763	0	0	0.0962	0.0452	0.0356	0.4904	0.1837	0.0915	0	0	0.047	0.017	0.0601	0	0.2327	0.3829	0.0332	0	0.079	0.0043	0.315	0.0494	0.0068	0.0909	0.1056	0.0175	0	0.4748	0.0143	0.1716	0.152	0.0832	0	0.0976	0.0334	0.0053	0.0524	0.1535	0	0.2421	0.0397	0.0319	0	0.0245	0.0313	0.1155	0.1731	0	0	0.0259	0.7987	0.0178	0.8165
S10269	0	0	0.1217	0	0.2696	0.1097	0.0676	0.3732	0.0737	0.0514	0.1051	0.0686	0.0902	0.1422	0	0	0.1228	0.016	0.0351	0.5517	0.1181	0.0341	0	0.0217	0.0781	0.0121	0.0386	0	0.1161	0.2266	0.0252	0.0148	0.0312	0.0097	0.3215	0.0474	0.031	0.0626	0.0715	0.0015	0.0737	0.418	0	0.1645	0.0541	0.0537	0	0.1274	0.1022	0.0053	0.0269	0.2691	0.0127	0.1638	0.0927	0.0895	0.0012	0.0189	0.0154	0.1068	0.1173	0.0335	0	0.0197	0.9033	0.0176	0.9209
S10272	0	0	0.029	0	0.2744	0.0868	0	0.4464	0.0436	0.0346	0.1051	0.0394	0.0868	0.1564	0	0	0.0773	0.0044	0.0685	0.4671	0.1488	0.2114	0	0	0.1296	0.0148	0.0571	0	0.0292	0.2398	0.0284	0.0158	0.0141	0	0.1473	0.0387	0	0.0444	0.0823	0.0238	0.0527	0.3471	0.018	0.1898	0.0159	0.0652	0	0.0562	0.0773	0.0064	0.0354	0.2939	0	0.1341	0.1182	0.0907	0	0	0	0.139	0.1438	0	0	0	0.7751	0.0342	0.8094
S10273	0	0	0.1679	0	0.2487	0.1054	0.0691	0.3822	0.0883	0.005	0.0257	0.0528	0.1161	0.1572	0	0	0.1156	0.0246	0.0084	0.4068	0.0941	0.1068	0	0	0.0322	0	0.0132	0	0.1007	0.0446	0.0125	0.0057	0.0432	0.0224	0.287	0.0422	0.0449	0.0551	0.1049	0.0161	0.1299	0.402	3e-04	0.1677	0.1818	0.0456	0	0.13	0.1081	0.0042	0.0215	0.3926	0.0186	0.1257	0.0695	0.0702	0	0.0113	0.0249	0.0678	0.1008	0.1137	0	0.0026	0.8603	0.0042	0.8645
S10274	0	0	0.0671	0	0.2495	0.0541	0.0083	0.4237	0.0833	0.0553	0.0735	0	0.1423	0.1836	0	0	0.0637	0	0.0226	0.3043	0.1292	0.198	0	0.0347	0.0737	0.0052	0.0391	0	0.0807	0.1951	0.0247	0.0049	0.0234	0.0049	0.3107	0.0492	0.0227	0.0449	0.1522	0.0235	0.0543	0.3662	0.0122	0.1643	0.0838	0.0543	0.0159	0.1524	0.1037	0.0054	0.0274	0.3622	0.007	0.1711	0.0643	0.0861	0	0.0285	0	0.1004	0.0951	0.0315	0.0358	0.0015	0.7177	0.0113	0.729
S1028	0	0	0.055	0	0.3715	0.1303	0.028	0.6494	0.0343	0.0723	0.1878	0	0.2112	0.2491	0	0	0	0.0022	0	0.5738	0.087	0.1173	0	0.0885	0.112	0	0.011	0	0.085	0	0.0307	0.002	0	0	0.2495	0.0519	0	0	0.0323	0.0343	0	0.2618	0	0.1557	0.185	0.0308	0.0411	0.0854	0.1841	0.0047	0	0.4819	0.0883	0.0778	0.1803	0.1779	0	0	0	0.0632	0.0565	0.0146	0	0	0.8623	0	0.8623
S10280	0	0	0.0135	0	0.3983	0.0992	0.0484	0.4991	0.1746	0.1424	0.1569	0.0595	0.0976	0.198	0.0282	0	0	0.039	0	0.6869	0.0802	0.0497	0	0.1167	0	0	0	0	0.1104	0	0.0847	0.0146	0.008	0.0225	0.2119	0.0464	0	0	0.0255	0	0.0498	0.282	0	0.126	0.3545	0.0413	0	0.0551	0.1081	0	0	0.4626	0.1189	0.2344	0.0379	0.1192	0	0	0.0371	0.0203	0.0638	0	0	0	1.0591	0	1.0591
S10283	0	0	0.1407	0	0.3726	0.0717	0.0705	0.5822	0.1342	0.1361	0.1882	0.0902	0.1395	0.2433	0	0	0.0746	0.0026	0.0066	0.1274	0.0227	0.1263	0	0.0153	0.0292	0.0201	0	0	0.0065	0.0168	0.068	0.0263	0.0339	0.0155	0.238	0.036	0.0338	0	0.1326	0.0132	0.1448	0.1705	0	0.1204	0.283	0.0144	0.0223	0.1011	0.155	0	0	0.5417	0.0835	0.1937	0.1418	0.0971	0	0.0609	0	0.0279	0.0504	0.079	0.0281	0	0.8405	0.0033	0.8438
S1029	0.0166	0	0.0757	0	0.2851	0.1102	0.0715	0.4253	0.1101	0.0572	0.089	0.0441	0.1529	0.1661	0	0	0.0659	0	0.0058	0.4415	0.132	0.099	0	0	0.0043	0	0.0331	0	0.2022	0.1438	0.0106	0.0152	0	0.0116	0.4158	0.0566	0.0167	0.0349	0.0978	0.0155	0.0845	0.3719	0.0022	0.138	0.16	0.0377	0.0029	0.1658	0.1192	0.0048	0.0252	0.3597	0.0333	0.2145	0.0927	0	0	0	0	0.0715	0.1012	0.0396	0	0.017	0.8013	0.0112	0.8125
S10292	5e-04	0	0.0887	0	0.3472	0.1356	0.0852	0.4653	0.1551	0.0961	0.1274	0.0224	0.1232	0.1785	0	0	0.0773	0.0291	0.0229	0.4387	0.1111	0.1221	0	0	0.0059	0.0037	0.0535	0	0.2089	0.2744	0.0163	0.0233	0	0.016	0.3182	0.034	0.0191	0.0244	0.0473	0.0114	0.0424	0.2628	0.0062	0.138	0.0665	0.0332	0	0.1426	0.1126	0.0059	0.025	0.3461	0.0158	0.2471	0.0511	0.0724	0	0.0222	0.028	0.0902	0.1508	0.0463	0	0.0022	0.8399	0.0117	0.8516
S10294	0	0	0.0739	0	0.3134	0.0595	0.0368	0.5082	0.0617	0.0973	0.1678	0.0516	0.185	0.2441	0	0	0.0419	0.0125	0.01	0.4654	0.1147	0.1228	0	0.014	0.0012	0	0.02	0	0.1962	0.0328	0.0056	0.0114	0	0	0.3188	0.0434	0.0013	0	0.0489	0.0179	0.0892	0.3418	0	0.1205	0.2124	0.0032	0.0758	0.1677	0.139	0.0042	0.0083	0.4994	0.0535	0.1593	0.1807	0.0805	0	0	0	0.0725	0.0709	0.0228	0.008	0	0.8178	0.005	0.8228
S10302	0.0196	0	0.0344	0	0.3687	0.106	0.0626	0.55	0.1026	0.0973	0.1622	0.0873	0.1017	0.2037	0.0976	0	0.0261	0	0.0141	0.4622	0.1303	0.1045	0	0.1406	0.1194	0.0089	0.0411	0	0.2286	0.1961	0.0848	0.0112	0.0371	0.0244	0.2705	0.0365	0	0.0252	0.0894	0.0441	0.0919	0.1696	0.0062	0.1646	0.0522	0.0461	0.0324	0.0919	0.1133	0.0064	0.038	0.3335	0.0481	0.1368	0.1677	0.0758	0	0	0	0.1032	0.0861	0	0	0.0137	0.9451	0.0168	0.962
S10303	0.0323	0	0.1079	0.0017	0.2786	0.0702	0.0621	0.389	0.1751	0.0428	0.056	0.0997	0.1412	0.1626	0.0277	0	0.0617	0.0144	0.0521	0.3564	0.1544	0.0433	0	0.0118	0.0017	0.0101	0.054	0	0.2263	0.0953	0.0511	0.0155	0.0568	0.0254	0.2276	0.0475	0.0435	0.0696	0.1247	0.0075	0.1202	0.4299	0.0053	0.17	0.2385	0.0657	0.0377	0.0992	0.0495	0.0063	0.0352	0.3038	0.0356	0.129	0.0707	0.0182	0	0.0391	0.0095	0.093	0.1271	0.0477	0.0038	0.0392	0.861	0.0422	0.9032
S10323	0.0154	0	0.0647	0	0.2655	0.0955	0.0855	0.3809	0.0986	0.0609	0.1129	0.0476	0.0765	0.1391	0	0	0.0566	0.0134	0.0538	0.4074	0.1449	0.0975	0	0.0048	0.0735	0.0014	0.0448	0	0.1636	0.162	0.0499	0.0234	0.0424	0.0178	0.4248	0.039	0.0121	0.0368	0.1009	0.0295	0.0415	0.389	0.0031	0.1578	0.1357	0.0696	0.0208	0.1677	0.0983	0.0052	0.0369	0.3054	0.0472	0.1866	0.0565	0.0112	0	0.0392	0.0124	0.0917	0.1474	0.0198	0	0.0058	0.7865	0.0346	0.8211
S10326	0	0	0.0429	0	0.2624	0.0682	0.0512	0.4257	0.0794	0.0289	0.0966	0.0541	0.0983	0.1768	0	0	0.0392	0.0023	0.0187	0.5494	0.0927	0.0869	0	0.034	0.0459	0	0.0071	0	0.0391	0.0973	0.0237	0.0128	0.0282	0.022	0.3912	0.039	0	0.0112	0.1002	0.0213	0.1278	0.3134	0	0.1448	0.1926	0.0386	0	0.1671	0.1184	0.003	0.004	0.4156	0.0119	0.2076	0.0861	0.0119	0	0	0.0061	0.0933	0.0974	0	0	0	0.8696	0.0094	0.879
S10328	0	0	0.0317	0	0.2933	0.095	0.0603	0.3803	0.15	0.1369	0.1485	0.149	0.1075	0.1324	0	0	0.0508	0.0389	0.0268	0.498	0.0876	0.0894	0	0	0	0	0.0128	0	0.0466	0.1308	0	0.0119	0.0115	0.0106	0.1673	0.0458	0	0.0323	0.0602	0	0.178	0.3636	0	0.158	0.2654	0.0548	0	0.0567	0.0899	0.004	0.0015	0.3867	0.0625	0.2394	0.0234	0.0672	0	0	0.0602	0.0688	0.139	0	0	0	0.9371	0.0134	0.9505
S10329	0	0	0.1438	0	0.3193	0.0876	0.0895	0.4752	0.0925	0.0586	0.1313	0.0315	0.0888	0.1782	0	0	0.0881	0.0448	0	0.4023	0.0937	0.0703	0	0	0	0	0.0103	0	0.17	0.0064	0.0317	0.0195	0.001	0.014	0.348	0.0463	0.0443	0.0208	0.0811	0.0108	0.1	0.3239	0	0.1423	0.1967	0.0475	0	0.1598	0.1477	0.0026	0.0037	0.4536	0.0411	0.21	0.041	0.1522	0	0.0059	0.0618	0.0372	0.0841	0.0824	0	0.0215	0.8919	0	0.8919
S10336	0.0172	0	0.0533	0	0.1927	0.0548	0.0769	0.317	0.0656	0.023	0.0401	0.1119	0.1023	0.1432	0	0	0.0689	0.0354	0.0504	0.4673	0.1293	0.0851	0	0	0	0.0014	0.0419	0	0.0519	0.1247	0.0531	0.0209	0.0571	0.0213	0.2904	0.0411	0	0.0546	0.1004	0.0039	0.1751	0.4701	0.0025	0.1452	0.1955	0.073	0	0.1218	0.0729	0.0053	0.0321	0.3566	0.0172	0.1882	0.0255	0.0867	5e-04	0.0582	0.0176	0.1055	0.1479	0.018	0	0	0.8445	0.0338	0.8783
S10340	0	0	0.1472	0	0.3404	0.1479	0.0617	0.4788	0.1158	0.0709	0.0846	0.0022	0.154	0.1459	0	0	0.1093	0.0291	0.0481	0.383	0.0999	0.0601	0	0	0	0.0048	0.0292	0	0.1581	0.154	0	0	0	0.0231	0.3149	0.0358	0.0357	0.0321	0.08	0.0161	0.0405	0.368	0.003	0.1735	0.1779	0.0427	0	0.1319	0.1302	0.005	0.0164	0.3611	0.0142	0.1989	0.0447	0.1779	0.0061	0.0121	0.0266	0.1022	0.1172	0.095	0	0.0095	0.8585	0.024	0.8825
S10347	0.0554	0	0	0.0757	0.2293	0.1211	0.0558	0.1379	0.1491	0.0583	0.0093	0.072	0.0946	0.0753	0	0	0.0874	0.003	0.1032	0.4786	0.1527	0.055	0	0	0.0102	0.0206	0.0868	0	0.2928	0.5219	0.0305	0.0172	0.0943	0	0.2189	0.0381	0	0.1041	0.0791	0	0.1146	0.4957	0.0232	0.1648	0.1449	0.1159	0	0.0715	0.0019	0.0068	0.0636	0.0044	0	0.2789	0	0.0542	7e-04	0	0.002	0.1957	0.2473	0	0	0.0289	0.7721	0.0793	0.8514
S10353	0.0483	0	0.1284	0	0.2815	0.0678	0.0768	0.4121	0.1429	0.092	0.1323	0.0511	0.134	0.1457	0	0	0.0983	0.0187	0.0107	0.5988	0.108	0.1025	0	0	0.0545	0	0.0202	0	0.1995	0.0701	0.0251	0.0114	0.048	0.0149	0.3495	0.0441	0.0274	0.0418	0.0524	0.0258	0.0121	0.3753	0	0.1617	0.0686	0.0487	0.0043	0.1285	0.094	0.0044	0.0301	0.345	0.0181	0.1342	0.0896	0.0337	0	0	0.0226	0.0923	0.1035	0.0662	0	0.0134	0.9237	0.0295	0.9532
S10356	0.0369	0	0.0723	0	0.3267	0.1544	0.0899	0.3886	0.1447	0.0579	0.0683	0.049	0.097	0.1519	0	0	0.0579	0.0159	0.028	0.605	0.1491	0.1139	0	0	0.0627	0.0071	0.075	0	0.2234	0.285	0.0413	0.0073	0.0807	0.0241	0.1971	0.0488	0.0164	0.0571	0.0696	0.0291	0.0448	0.3579	0.0065	0.1426	0.1087	0.0592	0.0106	0.0838	0.0867	0.0075	0.0411	0.209	0	0.2301	0.016	0.0714	0	0.0205	0.0129	0.1223	0.161	0.0319	0	0.0348	0.9335	0.0324	0.9659
S10358	0	0	0.0075	0	0.3007	0.0952	0.039	0.4409	0.1041	0.0283	0.0874	0.006	0.0906	0.1538	0	0	0.0149	0.0283	0.0186	0.4401	0.1024	0.1192	0	0.044	0.0135	0.0046	0.0161	0	0.1514	0.0666	0.0569	0.0226	0.0135	0.0185	0.4119	0.0363	0	0.0413	0.0984	0.0085	0.0437	0.3525	0	0.1611	0.1794	0.0489	0.01	0.1514	0.1205	0.0048	0.0155	0.4006	0.039	0.136	0.1177	0.087	0	0.0347	0.0274	0.0725	0.0965	0	0	0	0.789	0.0093	0.7983
S10365	0	0	0.0207	0.0326	0.2935	0.1336	0.0528	0.3983	0.108	0.0393	0.0295	0.0044	0.1892	0.1439	0	0	0	0.0717	0.0153	0.5659	0.1179	0.0761	0	0	0.0166	0	0.0412	0	0.1908	0.1623	8e-04	0	0.059	0.0196	0.3325	0.0397	0	0.035	0.0977	0.0167	0.0213	0.4323	0.0033	0.1635	0.1374	0.0473	0	0.1103	0.0614	0.0056	0.025	0.3477	0.0425	0.1301	0.069	0.0506	0	0	0.0484	0.0862	0.1099	0	0	0	0.8627	0.0076	0.8703
S1037	0	0	0.1741	0	0.3792	0.1225	0.0418	0.5495	0.1989	0.1611	0.1841	0.1066	0.1007	0.2193	0	0	0.0629	0.0389	0.0426	0.0909	0.0663	0.1837	0	0.0247	0.0977	0.0208	0.0382	0	0.0653	0.1569	0.0133	0.0031	0	0.0189	0.22	0.0298	0.0824	0.0112	0.1019	0.0253	0.1667	0.2011	0.0067	0.1248	0.2431	0.0569	0.0367	0.0926	0.1351	0.0046	0.0169	0.4374	0.0611	0.21	0.0775	0.0791	0.0032	0.062	0.0092	0.0532	0.0844	0.1015	0.0179	0.0474	0.8465	0.0213	0.8678
S10373	0.0205	0	0.1205	0	0.3155	0.0975	0.0189	0.5048	0.116	0.0578	0.1262	0.0055	0.099	0.1901	0	0	0.0305	0.0045	0.0121	0.357	0.1085	0.1472	0	0	0.0369	0	0.0297	0	0.2099	0.1077	0.0189	0.0104	0	0.016	0.3817	0.0327	0.0261	0.0415	0.0941	0.019	0.0577	0.3691	0.0021	0.1461	0.1883	0.0403	0.0265	0.1668	0.1085	0.0056	0.0251	0.3662	0.0286	0.1516	0.1047	0.1082	0	0.0098	0.0138	0.0773	0.109	0.0793	0	0.0324	0.7921	0.0163	0.8084
S10374	0.0156	0	0.0152	0.0242	0.358	0.0915	0	0.5305	0.0797	0.0279	0.063	0	0.0588	0.1091	0.0017	0	0.0514	0.0142	0.0541	0.7704	0.1383	0.2003	0	0	0.1905	0	0.0687	0	0.0714	0.3028	0	0	0.0426	0.0174	0.3376	0.0471	0	0.0409	8e-04	0.043	0.0175	0.2112	0.0218	0.1581	0	0.0623	0	0.1233	0.1084	0.0101	0.057	0.2936	0	0.1313	0.1075	0.101	0.0012	0	0	0.1847	0.0997	0	0	0.0309	0.9197	0.0348	0.9545
S10375	0	0	0.0425	0	0.2601	0.0548	0.0486	0.4691	0.0421	0.0073	0.119	0.0698	0.124	0.197	0	0	0	0.0067	0.0089	0.4219	0.1293	0.0728	0	0.0032	0	0	0.0235	0	0.2116	0.0572	0.0387	0.0012	0.0403	0.0051	0.2369	0.0389	0	0.041	0.1104	0	0.1517	0.3711	0.0017	0.1543	0.2823	0.0613	0.0239	0.1113	0.0865	0.0056	0.0122	0.4669	0.0618	0.1434	0.1508	0.0897	0	0	0.0094	0.0655	0.1188	0.016	0	0.0386	0.7991	0.0044	0.8036
